,Unnamed: 0,DateTime,posX,posZ,taskState,mapInteractions,participant,scenario,routename,trajectory_Id,segment_name
10956,11641,2023-09-25 11:21:02.931,-582.9089,-532.0,setNavigationTarget:Factory Gallery,,12,3,n_to_Factory Gallery,57,h14
10957,11642,2023-09-25 11:21:02.932,-582.9089,-532.0,,mapLog:MapButtonPoiClick+buttonOnFollowPlayer,12,3,n_to_Factory Gallery,57,h14
10958,11643,2023-09-25 11:21:02.991,-582.9089,-532.0,,mapLog:MapButtonPoiClick+PoiClick_choseYES_Factory Gallery,12,3,n_to_Factory Gallery,57,h14
10959,11644,2023-09-25 11:21:03.047,-582.9089,-532.0,,mapLog:positionXYZ+-585.2439+100+-515.792,12,3,n_to_Factory Gallery,57,h14
10960,11645,2023-09-25 11:21:03.107,-582.9089,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10961,11646,2023-09-25 11:21:03.461,-582.9089,-532.0,,mapLog:positionXYZ+-582.9089+100+-521.371,12,3,n_to_Factory Gallery,57,h14
10962,11647,2023-09-25 11:21:03.633,-582.9089,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10963,11648,2023-09-25 11:21:04.156,-582.9089,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10964,11649,2023-09-25 11:21:04.266,-582.9089,-532.0,,mapLog:zoom+100+rotationXYZ+90+10.82138+0,12,3,n_to_Factory Gallery,57,h14
10965,11650,2023-09-25 11:21:04.443,-582.9089,-532.0,,mapLog:positionXYZ+-584.4164+100+-520.5477,12,3,n_to_Factory Gallery,57,h14
10966,11651,2023-09-25 11:21:04.672,-582.9089,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10967,11652,2023-09-25 11:21:05.198,-582.9089,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10968,11653,2023-09-25 11:21:05.716,-582.9089,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10969,11654,2023-09-25 11:21:06.221,-582.9089,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10970,11655,2023-09-25 11:21:06.746,-582.9089,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10971,11656,2023-09-25 11:21:07.280,-582.9089,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10972,11657,2023-09-25 11:21:07.816,-582.9089,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10973,11658,2023-09-25 11:21:08.332,-582.8607,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10974,11659,2023-09-25 11:21:08.853,-582.866,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10975,11660,2023-09-25 11:21:09.384,-582.928,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10976,11661,2023-09-25 11:21:09.921,-582.928,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10977,11662,2023-09-25 11:21:10.447,-582.9609,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10978,11663,2023-09-25 11:21:10.978,-583.6742,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10979,11664,2023-09-25 11:21:11.503,-584.4924,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10980,11665,2023-09-25 11:21:12.027,-585.6088,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10981,11666,2023-09-25 11:21:12.556,-586.3236,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10982,11667,2023-09-25 11:21:13.097,-587.5651,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10983,11668,2023-09-25 11:21:13.636,-588.9031,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10984,11669,2023-09-25 11:21:14.162,-590.2485,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10985,11670,2023-09-25 11:21:14.625,-591.399,-532.0,,mapLog:isScreenLocked+True,12,3,n_to_Factory Gallery,57,h14
10986,11671,2023-09-25 11:21:14.687,-591.5503,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10987,11672,2023-09-25 11:21:15.192,-592.8129,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10988,11673,2023-09-25 11:21:15.698,-594.1553,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10989,11674,2023-09-25 11:21:16.201,-595.2697,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10990,11675,2023-09-25 11:21:16.711,-596.0971,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10991,11676,2023-09-25 11:21:17.238,-597.5004,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10992,11677,2023-09-25 11:21:17.737,-598.8575,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10993,11678,2023-09-25 11:21:18.271,-599.625,-532.0,,,12,3,n_to_Factory Gallery,57,h14
10994,11679,2023-09-25 11:21:18.792,-600.7573,-532.0,,,12,3,n_to_Factory Gallery,57,h13
10995,11680,2023-09-25 11:21:19.305,-601.7381,-532.0,,,12,3,n_to_Factory Gallery,57,h13
10996,11681,2023-09-25 11:21:19.830,-603.0835,-532.0,,,12,3,n_to_Factory Gallery,57,h13
10997,11682,2023-09-25 11:21:20.353,-604.4995,-532.0,,,12,3,n_to_Factory Gallery,57,h13
10998,11683,2023-09-25 11:21:20.923,-605.9859,-532.0,,mapLog:isScreenLocked+False,12,3,n_to_Factory Gallery,57,h13
10999,11684,2023-09-25 11:21:20.928,-605.9859,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11000,11685,2023-09-25 11:21:20.997,-606.1959,-532.0,,mapLog:positionXYZ+-585.0068+100+-519.4232,12,3,n_to_Factory Gallery,57,h13
11001,11686,2023-09-25 11:21:21.425,-607.2859,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11002,11687,2023-09-25 11:21:21.933,-608.1563,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11003,11688,2023-09-25 11:21:22.455,-608.1669,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11004,11689,2023-09-25 11:21:22.977,-608.2046,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11005,11690,2023-09-25 11:21:23.523,-608.3942,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11006,11691,2023-09-25 11:21:24.028,-608.8052,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11007,11692,2023-09-25 11:21:24.529,-609.1678,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11008,11693,2023-09-25 11:21:25.073,-609.7625,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11009,11694,2023-09-25 11:21:25.631,-610.4593,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11010,11695,2023-09-25 11:21:26.154,-610.7114,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11011,11696,2023-09-25 11:21:26.694,-610.5245,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11012,11697,2023-09-25 11:21:27.234,-610.5245,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11013,11698,2023-09-25 11:21:27.779,-610.5245,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11014,11699,2023-09-25 11:21:28.343,-610.5309,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11015,11700,2023-09-25 11:21:28.894,-611.4255,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11016,11701,2023-09-25 11:21:29.462,-612.1387,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11017,11702,2023-09-25 11:21:29.969,-613.2322,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11018,11703,2023-09-25 11:21:30.507,-614.2249,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11019,11704,2023-09-25 11:21:31.058,-614.3425,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11020,11705,2023-09-25 11:21:31.131,-614.355,-532.0,,mapLog:isScreenLocked+True,12,3,n_to_Factory Gallery,57,h13
11021,11706,2023-09-25 11:21:31.607,-614.384,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11022,11707,2023-09-25 11:21:32.170,-613.8664,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11023,11708,2023-09-25 11:21:32.744,-613.5552,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11024,11709,2023-09-25 11:21:33.315,-613.603,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11025,11710,2023-09-25 11:21:33.909,-613.7103,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11026,11711,2023-09-25 11:21:34.466,-614.0289,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11027,11712,2023-09-25 11:21:35.019,-613.5923,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11028,11713,2023-09-25 11:21:35.582,-613.0813,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11029,11714,2023-09-25 11:21:36.094,-612.9009,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11030,11715,2023-09-25 11:21:36.631,-612.7863,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11031,11716,2023-09-25 11:21:37.201,-612.6605,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11032,11717,2023-09-25 11:21:37.752,-612.6315,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11033,11718,2023-09-25 11:21:38.262,-613.2432,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11034,11719,2023-09-25 11:21:38.819,-613.7318,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11035,11720,2023-09-25 11:21:39.387,-614.4232,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11036,11721,2023-09-25 11:21:39.944,-615.1074,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11037,11722,2023-09-25 11:21:40.509,-615.7747,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11038,11723,2023-09-25 11:21:41.064,-616.264,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11039,11724,2023-09-25 11:21:41.621,-616.5944,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11040,11725,2023-09-25 11:21:42.188,-616.8425,-532.0,,mapLog:isScreenLocked+False,12,3,n_to_Factory Gallery,57,h13
11041,11726,2023-09-25 11:21:42.190,-616.8425,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11042,11727,2023-09-25 11:21:42.273,-616.876,-532.0,,mapLog:positionXYZ+-583.9843+100+-515.4865,12,3,n_to_Factory Gallery,57,h13
11043,11728,2023-09-25 11:21:42.738,-617.0192,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11044,11729,2023-09-25 11:21:43.277,-617.1207,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11045,11730,2023-09-25 11:21:43.816,-617.1526,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11046,11731,2023-09-25 11:21:44.359,-617.1147,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11047,11732,2023-09-25 11:21:44.900,-617.0051,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11048,11733,2023-09-25 11:21:45.441,-616.824,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11049,11734,2023-09-25 11:21:45.986,-616.5633,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11050,11735,2023-09-25 11:21:46.531,-616.0101,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11051,11736,2023-09-25 11:21:47.064,-615.528,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11052,11737,2023-09-25 11:21:47.601,-615.8985,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11053,11738,2023-09-25 11:21:48.150,-615.9195,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11054,11739,2023-09-25 11:21:48.702,-615.9428,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11055,11740,2023-09-25 11:21:48.843,-615.983,-532.0,,mapLog:positionXYZ+-583.9843+100+-515.4865,12,3,n_to_Factory Gallery,57,h13
11056,11741,2023-09-25 11:21:49.234,-615.9852,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11057,11742,2023-09-25 11:21:49.314,-615.9852,-532.0,,mapLog:positionXYZ+-610.0644+100+-567.4292,12,3,n_to_Factory Gallery,57,h13
11058,11743,2023-09-25 11:21:49.776,-615.9852,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11059,11744,2023-09-25 11:21:50.327,-616.0575,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11060,11745,2023-09-25 11:21:50.867,-616.1192,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11061,11746,2023-09-25 11:21:51.398,-616.515,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11062,11747,2023-09-25 11:21:51.940,-616.8552,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11063,11748,2023-09-25 11:21:52.485,-617.1885,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11064,11749,2023-09-25 11:21:53.041,-617.664,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11065,11750,2023-09-25 11:21:53.598,-617.7797,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11066,11751,2023-09-25 11:21:54.141,-617.9142,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11067,11752,2023-09-25 11:21:54.690,-617.9914,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11068,11753,2023-09-25 11:21:55.234,-618.2573,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11069,11754,2023-09-25 11:21:55.764,-618.4224,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11070,11755,2023-09-25 11:21:56.339,-618.2484,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11071,11756,2023-09-25 11:21:56.833,-618.2127,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11072,11757,2023-09-25 11:21:57.356,-618.5006,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11073,11758,2023-09-25 11:21:57.872,-618.8677,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11074,11759,2023-09-25 11:21:58.410,-618.8668,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11075,11760,2023-09-25 11:21:58.937,-618.8317,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11076,11761,2023-09-25 11:21:59.310,-618.6083,-532.0,,mapLog:isScreenLocked+True,12,3,n_to_Factory Gallery,57,h13
11077,11762,2023-09-25 11:21:59.461,-618.4181,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11078,11763,2023-09-25 11:21:59.992,-617.6536,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11079,11764,2023-09-25 11:22:00.529,-617.482,-532.0,,,12,3,n_to_Factory Gallery,57,h13
11080,11765,2023-09-25 11:22:01.073,-617.3871,-532.0,,,12,3,n_to_Factory Gallery,57,h13
