participant,scenario,taskId,planning_time,navigation_time
16,2,3.0,10.003,113.637
16,2,4.0,8.819,144.77700000000002
16,3,0.0,0.0,0.0
16,3,1.0,10.422,77.961
16,3,2.0,14.623000000000001,76.158
16,3,3.0,10.145,35.176
16,3,4.0,11.851,114.44800000000001
16,4,0.0,0.0,0.0
16,4,1.0,19.404,67.113
16,4,2.0,18.257,259.716
16,4,3.0,11.731,191.30100000000002
16,4,4.0,9.877,133.388
17,1,0.0,0.0,0.0
17,1,1.0,11.173,63.739000000000004
17,1,2.0,20.372,131.633
17,1,3.0,19.796,83.935
17,1,4.0,13.413,68.045
17,2,0.0,0.0,0.0
17,2,1.0,11.446,109.434
17,2,2.0,13.668000000000001,60.632
17,2,3.0,12.491,114.393
17,2,4.0,22.356,82.48700000000001
17,3,0.0,0.0,0.0
17,3,1.0,4.316,68.898
17,3,2.0,10.981,71.165
17,3,3.0,53.553000000000004,268.163
17,3,4.0,16.231,137.022
17,4,0.0,0.0,0.0
17,4,1.0,11.272,71.696
17,4,2.0,11.626,35.653
17,4,3.0,13.018,85.058
17,4,4.0,14.763,160.371
18,1,0.0,0.0,0.0
18,1,1.0,3.135,38.399
18,1,2.0,7.279,67.25
18,1,3.0,9.364,78.94200000000001
18,1,4.0,12.41,89.857
18,2,0.0,0.0,0.0
18,2,1.0,11.782,220.137
18,2,2.0,7.083,40.06
18,2,3.0,9.233,54.513
18,2,4.0,22.221,92.549
18,3,0.0,0.0,0.0
18,3,1.0,20.585,115.06400000000001
18,3,2.0,21.154,108.27300000000001
18,3,3.0,7.3260000000000005,97.18
18,3,4.0,3.078,26.490000000000002
18,4,0.0,0.0,0.0
18,4,1.0,4.938,58.579
18,4,2.0,3.399,57.039
18,4,3.0,4.7010000000000005,41.407000000000004
18,4,4.0,4.964,67.152
19,1,0.0,0.0,0.0
19,1,1.0,11.049,70.56700000000001
19,1,2.0,9.397,113.44200000000001
19,1,3.0,2.703,21.879
19,1,4.0,11.669,63.128
19,2,0.0,0.0,0.0
19,2,1.0,7.099,82.512
19,2,2.0,5.545,91.206
19,2,3.0,2.278,26.734
19,2,4.0,2.355,16.951
19,3,0.0,0.0,0.0
19,3,1.0,16.371000000000002,103.12100000000001
19,3,2.0,19.5,46.608000000000004
19,3,3.0,25.105,103.96300000000001
19,3,4.0,13.81,36.794000000000004
19,4,0.0,0.0,0.0
19,4,1.0,7.746,28.988000000000003
19,4,2.0,5.284,90.259
19,4,3.0,3.668,51.433
19,4,4.0,4.766,113.924
20,1,0.0,0.0,0.0
20,1,1.0,28.233,27.813000000000002
20,1,2.0,32.49,95.732
20,1,3.0,6.355,53.953
20,1,4.0,5.038,99.36200000000001
20,2,0.0,0.0,0.0
20,2,1.0,50.333,38.203
20,2,2.0,15.89,42.898
20,2,3.0,38.033,25.318
20,2,4.0,56.546,13.397
20,3,0.0,0.0,0.0
20,3,1.0,37.394,26.901
20,3,2.0,13.417000000000002,42.230000000000004
20,3,3.0,66.652,4.094
20,3,4.0,6.106000000000001,13.412
20,4,0.0,0.0,0.0
20,4,1.0,11.07,67.712
20,4,2.0,8.253,116.983
20,4,3.0,17.369,102.149
20,4,4.0,10.08,69.973
21,1,0.0,0.0,0.0
21,1,1.0,6.463,51.256
21,1,2.0,17.349,87.791
21,1,3.0,4.582,74.408
21,1,4.0,11.318,108.47800000000001
21,2,0.0,0.0,0.0
21,2,1.0,6.612,126.52000000000001
21,2,2.0,3.682,174.106
21,2,3.0,4.674,140.781
21,2,4.0,2.378,84.109
21,3,0.0,0.0,0.0
21,3,1.0,5.874,120.24900000000001
21,3,2.0,6.599,112.10000000000001
21,3,3.0,12.905000000000001,156.196
21,3,4.0,2.503,49.864000000000004
21,4,0.0,0.0,0.0
21,4,1.0,2.758,40.471000000000004
21,4,2.0,2.485,100.21000000000001
21,4,3.0,3.551,58.543
21,4,4.0,2.944,50.001
22,1,0.0,0.0,0.0
22,1,1.0,24.357,121.438
22,1,2.0,26.127,166.371
22,1,3.0,15.491,47.524
22,1,4.0,23.560000000000002,65.478
22,2,0.0,0.0,0.0
22,2,1.0,4.6000000000000005,154.247
22,2,2.0,15.412,85.86
22,2,3.0,18.676000000000002,28.193
22,2,4.0,22.165,24.22
22,3,0.0,0.0,0.0
22,3,1.0,23.886,107.595
22,3,2.0,18.112000000000002,42.311
22,3,3.0,20.065,131.973
22,3,4.0,10.588000000000001,136.918
22,4,0.0,0.0,0.0
22,4,1.0,18.947,53.077000000000005
22,4,2.0,8.024000000000001,100.572
22,4,3.0,7.187,69.288
22,4,4.0,18.597,55.823
23,1,0.0,0.0,0.0
23,1,1.0,6.521,35.019
23,1,2.0,6.256,82.008
23,1,3.0,4.554,51.192
23,1,4.0,3.234,54.135
23,2,0.0,0.0,0.0
23,2,1.0,12.158,163.482
23,2,2.0,5.392,82.145
23,2,3.0,4.343,42.651
23,2,4.0,6.574,66.419
23,3,0.0,0.0,0.0
23,3,1.0,9.787,248.297
23,3,2.0,18.634,48.783
23,3,3.0,11.21,55.53
23,3,4.0,7.377,63.031
23,4,0.0,0.0,0.0
23,4,1.0,9.394,119.327
23,4,2.0,7.859,224.06300000000002
23,4,3.0,6.891,89.806
23,4,4.0,4.75,115.715
24,1,0.0,0.0,0.0
24,1,1.0,12.439,56.488
24,1,2.0,7.131,135.26
24,1,3.0,7.417,61.105000000000004
24,1,4.0,17.64,77.036
24,2,0.0,0.0,0.0
24,2,1.0,7.9110000000000005,77.318
24,2,2.0,10.334,35.833
24,2,3.0,8.726,198.354
24,2,4.0,4.509,31.008
24,3,0.0,0.0,0.0
24,3,1.0,12.003,89.425
24,3,2.0,11.642000000000001,87.268
24,3,3.0,6.07,50.917
24,3,4.0,6.731,74.708
24,4,0.0,0.0,0.0
24,4,1.0,17.334,54.627
24,4,2.0,19.662,116.79
24,4,3.0,23.958000000000002,150.929
24,4,4.0,7.333,81.099
25,1,0.0,0.0,0.0
25,1,1.0,14.131,81.209
25,1,2.0,17.597,85.44200000000001
25,1,3.0,4.849,37.423
25,1,4.0,4.205,31.228
25,2,0.0,0.0,0.0
25,2,1.0,10.721,126.881
25,2,2.0,4.513,63.259
25,2,3.0,5.112,34.336
25,2,4.0,7.974,17.766000000000002
25,3,0.0,0.0,0.0
25,3,1.0,3.595,106.746
25,3,2.0,8.198,136.762
25,3,3.0,7.5200000000000005,68.638
25,3,4.0,6.859000000000001,48.21
25,4,0.0,0.0,0.0
25,4,1.0,7.314,110.778
25,4,2.0,2.395,200.511
25,4,3.0,5.151,78.57600000000001
25,4,4.0,7.125,57.943000000000005
26,1,0.0,0.0,0.0
26,1,1.0,5.983,39.625
26,1,2.0,11.494,97.983
26,1,3.0,16.983,57.147
26,1,4.0,10.312,117.717
26,2,0.0,0.0,0.0
26,2,1.0,15.296000000000001,91.755
26,2,2.0,12.587,47.356
26,2,3.0,15.481,93.349
26,2,4.0,12.153,124.259
26,3,0.0,0.0,0.0
26,3,1.0,10.829,68.331
26,3,2.0,12.348,211.763
26,3,3.0,12.306000000000001,51.241
26,3,4.0,6.589,153.713
26,4,0.0,0.0,0.0
26,4,1.0,11.179,104.477
26,4,2.0,19.082,92.999
26,4,3.0,25.846,111.29400000000001
26,4,4.0,20.402,91.034
27,1,0.0,0.0,0.0
27,1,1.0,5.283,44.288000000000004
27,1,2.0,83.991,2.401
27,1,3.0,30.808,91.617
27,1,4.0,15.051,39.272
27,2,0.0,0.0,0.0
27,2,1.0,4.439,101.79
27,2,2.0,3.034,26.554000000000002
27,2,3.0,4.097,61.578
27,2,4.0,5.932,60.795
27,3,0.0,0.0,0.0
27,3,1.0,9.013,79.423
27,3,2.0,20.051000000000002,59.152
27,3,3.0,32.245000000000005,19.484
27,3,4.0,2.668,32.608000000000004
27,4,0.0,0.0,0.0
27,4,1.0,2.98,27.867
27,4,2.0,7.486000000000001,102.563
27,4,3.0,3.5540000000000003,39.84
27,4,4.0,4.144,47.448
28,1,0.0,0.0,0.0
28,1,1.0,3.0180000000000002,31.943
28,1,2.0,6.008,66.271
28,1,3.0,3.8520000000000003,26.012
28,1,4.0,10.234,96.661
28,2,0.0,0.0,0.0
28,2,1.0,7.3500000000000005,88.836
28,2,2.0,4.927,59.526
28,2,3.0,6.051,87.571
28,2,4.0,10.687,74.221
28,3,0.0,0.0,0.0
28,3,1.0,37.237,129.391
28,3,2.0,5.689,22.209
28,3,3.0,5.612,32.755
28,3,4.0,5.638,62.075
28,4,0.0,0.0,0.0
28,4,1.0,12.659,55.322
28,4,2.0,4.366,57.271
28,4,3.0,22.603,46.472
28,4,4.0,5.864,64.238
29,1,0.0,0.0,0.0
29,1,1.0,18.16,30.452
29,1,2.0,50.775,98.998
29,1,3.0,14.774000000000001,75.97200000000001
29,1,4.0,19.983,155.269
29,2,0.0,0.0,0.0
29,2,1.0,19.963,103.206
29,2,2.0,20.079,150.491
29,2,3.0,9.529,95.55
29,2,4.0,20.235,50.975
29,3,0.0,0.0,0.0
29,3,1.0,11.958,79.94
29,3,2.0,30.400000000000002,56.216
29,3,3.0,11.484,36.082
29,3,4.0,12.431000000000001,75.00500000000001
29,4,0.0,0.0,0.0
29,4,1.0,6.01,97.433
29,4,2.0,4.42,150.89700000000002
29,4,3.0,10.754,82.73100000000001
29,4,4.0,5.008,54.21
30,1,0.0,0.0,0.0
30,1,1.0,16.189,44.364000000000004
30,1,2.0,12.076,60.216
30,1,3.0,15.733,63.191
30,1,4.0,12.412,93.895
30,2,0.0,0.0,0.0
30,2,1.0,11.839,108.669
30,2,2.0,15.143,57.2
30,2,3.0,18.254,117.2
30,2,4.0,30.706,83.511
30,3,0.0,0.0,0.0
30,3,1.0,12.21,130.399
30,3,2.0,10.151,157.804
30,3,3.0,46.561,61.213
30,3,4.0,10.961,44.826
30,4,0.0,0.0,0.0
30,4,1.0,14.803,86.96300000000001
30,4,2.0,9.522,164.848
30,4,3.0,11.376000000000001,124.513
30,4,4.0,11.348,87.232
31,1,0.0,0.0,0.0
31,1,1.0,17.158,62.713
31,1,2.0,9.669,75.81
31,1,3.0,8.601,160.936
31,1,4.0,32.554,69.897
31,2,0.0,0.0,0.0
31,2,1.0,17.933,97.45
31,2,2.0,14.696,84.253
31,2,3.0,5.368,51.653
31,2,4.0,3.538,26.488
31,3,0.0,0.0,0.0
31,3,1.0,18.625,124.644
31,3,2.0,22.738,153.477
31,3,3.0,25.434,225.769
31,4,0.0,0.0,0.0
31,4,1.0,38.671,236.288
31,4,2.0,4.028,73.543
31,4,3.0,9.833,149.127
31,4,4.0,4.89,63.737
32,1,0.0,0.0,0.0
32,1,1.0,13.276,89.925
32,1,2.0,13.429,147.19
32,1,3.0,13.096,44.561
32,1,4.0,2.882,12.620000000000001
32,2,0.0,0.0,0.0
32,2,1.0,12.904,102.638
32,2,2.0,16.813,84.69500000000001
32,2,3.0,8.246,19.906
32,2,4.0,35.574,152.704
32,3,0.0,0.0,0.0
32,3,1.0,7.3100000000000005,59.162000000000006
32,3,2.0,8.725,52.207
32,3,3.0,18.91,112.99900000000001
32,3,4.0,14.298,72.152
32,4,0.0,0.0,0.0
32,4,1.0,11.328000000000001,39.765
32,4,2.0,12.096,89.211
32,4,3.0,48.732,70.001
32,4,4.0,17.739,132.247
33,1,0.0,0.0,0.0
33,1,1.0,16.974,53.019
33,1,2.0,28.226,120.099
33,1,3.0,25.372,100.776
33,1,4.0,35.3,66.257
33,2,0.0,0.0,0.0
33,2,1.0,17.339,92.619
33,2,2.0,26.673000000000002,81.932
33,2,3.0,20.61,131.976
33,2,4.0,26.037,59.891
33,3,0.0,0.0,0.0
33,3,1.0,28.303,84.974
33,3,2.0,17.759,51.226
33,3,3.0,7.793,90.05
33,3,4.0,27.359,75.183
33,4,0.0,0.0,0.0
33,4,1.0,15.654,70.69200000000001
33,4,2.0,8.437,54.668
33,4,3.0,25.382,88.511
33,4,4.0,6.471,19.27
34,1,0.0,0.0,0.0
34,1,1.0,28.385,41.203
34,1,2.0,56.302,103.909
34,1,3.0,28.069,2.422
34,1,4.0,50.613,102.178
34,2,0.0,0.0,0.0
34,2,1.0,32.255,131.78300000000002
34,2,2.0,7.955,97.393
34,2,3.0,15.038,114.78
34,2,4.0,46.0,50.083
34,3,0.0,0.0,0.0
34,3,1.0,77.01,149.011
34,3,2.0,15.269000000000002,147.347
34,3,3.0,10.164,96.412
34,3,4.0,25.76,4.947
34,4,0.0,0.0,0.0
34,4,1.0,71.055,37.488
34,4,2.0,113.07300000000001,57.153000000000006
34,4,3.0,31.806,23.907
34,4,4.0,25.82,3.762
35,1,0.0,0.0,0.0
35,1,1.0,9.726,71.41
35,1,2.0,8.620000000000001,88.018
35,1,3.0,4.356,31.351000000000003
35,1,4.0,3.648,14.006
35,2,0.0,0.0,0.0
35,2,1.0,14.823,101.054
35,2,2.0,8.984,55.638
35,2,3.0,13.28,20.219
35,2,4.0,5.301,12.258000000000001
35,3,0.0,0.0,0.0
35,3,1.0,8.617,72.349
35,3,2.0,15.184000000000001,28.074
35,3,3.0,14.903,112.468
35,3,4.0,19.332,40.228
35,4,0.0,0.0,0.0
35,4,1.0,4.835,36.182
35,4,2.0,4.353,72.47200000000001
35,4,3.0,2.442,94.324
35,4,4.0,3.067,223.77
36,1,0.0,0.0,0.0
36,1,1.0,16.445,33.891
36,1,2.0,34.988,100.053
36,1,3.0,12.461,46.173
36,1,4.0,15.067,86.928
36,2,0.0,0.0,0.0
36,2,1.0,13.502,97.376
36,2,2.0,11.376,42.664
36,2,3.0,8.46,60.247
36,2,4.0,11.252,49.75
36,3,0.0,0.0,0.0
36,3,1.0,19.224,70.45400000000001
36,3,2.0,11.825,55.355000000000004
36,3,3.0,15.789,42.541000000000004
36,3,4.0,14.656,79.137
36,4,0.0,0.0,0.0
36,4,1.0,12.473,90.834
36,4,2.0,27.687,116.923
36,4,3.0,19.109,91.89500000000001
36,4,4.0,14.301,74.94
37,1,0.0,0.0,0.0
37,1,1.0,17.288,39.156
37,1,2.0,32.08,101.753
37,1,3.0,53.499,264.031
37,1,4.0,39.127,183.42600000000002
37,2,0.0,0.0,0.0
37,2,1.0,19.538,112.49300000000001
37,2,2.0,20.902,195.353
37,2,3.0,12.599,56.629
37,2,4.0,23.596,112.804
37,3,0.0,0.0,0.0
37,3,1.0,14.226,263.409
37,3,2.0,20.034000000000002,85.494
37,3,3.0,16.999,470.88500000000005
37,3,4.0,9.36,30.892000000000003
37,4,0.0,0.0,0.0
37,4,1.0,39.054,26.369
37,4,2.0,7.846,158.659
37,4,3.0,11.556000000000001,157.26500000000001
37,4,4.0,6.182,58.237
38,1,0.0,0.0,0.0
38,1,1.0,20.988,122.48100000000001
38,1,2.0,10.491,137.868
38,1,3.0,8.997,52.943
38,1,4.0,7.96,132.861
38,2,0.0,0.0,0.0
38,2,1.0,15.378,203.67000000000002
38,2,2.0,16.222,169.883
38,2,3.0,15.683,68.738
38,2,4.0,24.656000000000002,19.946
38,3,0.0,0.0,0.0
38,3,1.0,55.954,137.02700000000002
38,3,2.0,20.400000000000002,75.095
38,3,3.0,10.819,153.371
38,3,4.0,11.241,364.755
38,4,0.0,0.0,0.0
38,4,1.0,10.088000000000001,86.113
38,4,2.0,8.541,81.84700000000001
38,4,3.0,43.195,295.64300000000003
38,4,4.0,11.712,177.92600000000002
39,1,0.0,0.0,0.0
39,1,1.0,7.019,24.941
39,1,2.0,8.759,103.83
39,1,3.0,4.132,59.812000000000005
39,1,4.0,11.602,69.993
39,2,0.0,0.0,0.0
39,2,1.0,10.605,98.758
39,2,2.0,3.653,41.726
39,2,3.0,2.283,63.447
39,2,4.0,5.454,132.273
39,3,0.0,0.0,0.0
39,3,1.0,28.586000000000002,79.05
39,3,2.0,13.51,95.63900000000001
39,3,3.0,8.21,74.907
39,3,4.0,10.499,98.671
39,4,0.0,0.0,0.0
39,4,1.0,15.835,74.557
39,4,2.0,10.094,138.036
39,4,3.0,6.95,196.448
39,4,4.0,2.86,73.38000000000001
40,1,0.0,0.0,0.0
40,1,1.0,3.803,47.905
40,1,2.0,4.634,48.503
40,1,3.0,42.795,112.755
40,1,4.0,11.159,75.834
40,2,0.0,0.0,0.0
40,2,1.0,6.6450000000000005,91.622
40,2,2.0,3.358,63.940000000000005
40,2,3.0,2.813,131.954
40,2,4.0,3.18,71.32600000000001
40,3,0.0,0.0,0.0
40,3,1.0,11.277,86.485
40,3,2.0,4.856,83.034
40,3,3.0,3.5180000000000002,56.876000000000005
40,3,4.0,20.01,51.217
40,4,0.0,0.0,0.0
40,4,1.0,16.068,56.580000000000005
40,4,2.0,13.764000000000001,140.608
40,4,3.0,11.957,17.177
40,4,4.0,2.258,43.457
41,1,0.0,0.0,0.0
41,1,1.0,21.927,97.58800000000001
41,1,2.0,12.795,93.239
41,1,3.0,28.829,51.891
41,1,4.0,23.338,104.044
41,2,0.0,0.0,0.0
41,2,1.0,17.107,133.406
41,2,2.0,20.537,82.489
41,2,3.0,11.744,36.7
41,2,4.0,37.316,24.362000000000002
41,3,0.0,0.0,0.0
41,3,1.0,15.214,101.672
41,3,2.0,18.346,113.05300000000001
41,3,3.0,23.056,95.66
41,3,4.0,27.411,31.689
41,4,0.0,0.0,0.0
41,4,1.0,31.568,83.797
41,4,2.0,24.817,161.869
41,4,3.0,16.299,116.224
41,4,4.0,16.973,61.026
42,1,0.0,0.0,0.0
42,1,1.0,5.494,32.482
42,1,2.0,8.786,64.244
42,1,3.0,11.805,48.187
42,1,4.0,10.096,58.001
42,2,0.0,0.0,0.0
42,2,1.0,4.517,92.47500000000001
42,2,2.0,6.415,41.084
42,2,3.0,12.689,56.711
42,2,4.0,5.438,55.162
42,3,0.0,0.0,0.0
42,3,1.0,5.463,54.568000000000005
42,3,2.0,17.828,51.166000000000004
42,3,3.0,4.784,31.015
42,3,4.0,4.309,76.416
42,4,0.0,0.0,0.0
42,4,1.0,4.0840000000000005,85.964
42,4,2.0,9.387,113.44800000000001
42,4,3.0,3.75,105.836
42,4,4.0,3.48,62.623000000000005
43,1,0.0,0.0,0.0
43,1,1.0,14.474,43.605000000000004
43,1,2.0,27.623,236.751
43,1,3.0,16.77,9.264
43,1,4.0,19.148,62.681000000000004
43,2,0.0,0.0,0.0
43,2,1.0,24.201,78.794
43,2,2.0,15.781,34.416000000000004
43,2,3.0,17.653000000000002,63.654
43,2,4.0,28.974,66.601
43,3,0.0,0.0,0.0
43,3,1.0,28.23,88.322
43,3,2.0,22.856,178.26000000000002
43,3,3.0,22.379,34.603
43,3,4.0,17.377,58.005
43,4,0.0,0.0,0.0
43,4,1.0,18.323,118.031
43,4,2.0,16.232,71.485
43,4,3.0,21.67,13.694
43,4,4.0,11.369,48.386
44,1,0.0,0.0,0.0
44,1,1.0,26.473000000000003,52.146
44,1,2.0,23.55,108.024
44,1,3.0,13.67,22.849
44,1,4.0,33.388,29.398
44,2,0.0,0.0,0.0
44,2,1.0,16.293,91.837
44,2,2.0,19.531,63.596000000000004
44,2,3.0,3.747,68.208
44,2,4.0,20.399,75.364
44,3,0.0,0.0,0.0
44,3,1.0,14.909,83.291
44,3,2.0,26.751,85.269
44,3,3.0,12.234,94.641
44,3,4.0,15.94,66.349
44,4,0.0,0.0,0.0
44,4,1.0,20.881999999999998,89.71300000000001
44,4,2.0,16.16,71.84400000000001
44,4,3.0,12.683,54.556000000000004
44,4,4.0,14.748000000000001,92.72500000000001
45,1,0.0,0.0,0.0
45,1,1.0,8.074,34.553000000000004
45,1,2.0,5.287,66.123
45,1,3.0,9.91,79.82300000000001
45,1,4.0,6.422,103.58200000000001
45,2,0.0,0.0,0.0
45,2,1.0,208.927,8.101
45,2,2.0,3.992,38.63
45,2,3.0,9.46,21.981
45,2,4.0,23.839000000000002,25.062
45,3,0.0,0.0,0.0
45,3,1.0,47.295,21.347
45,3,2.0,22.615000000000002,42.591
45,3,3.0,169.28300000000002,62.926
45,3,4.0,25.891000000000002,22.51
45,4,0.0,0.0,0.0
45,4,1.0,21.408,50.459
45,4,2.0,3.238,130.382
45,4,3.0,25.567,52.723
45,4,4.0,9.482000000000001,55.519000000000005
46,1,0.0,0.0,0.0
46,1,1.0,5.314,32.399
46,1,2.0,9.523,81.977
46,1,3.0,7.133,74.779
46,1,4.0,2.168,32.276
46,2,0.0,0.0,0.0
46,2,1.0,6.5360000000000005,80.953
46,2,2.0,8.496,36.551
46,2,3.0,8.713000000000001,141.709
46,2,4.0,4.521,65.962
46,3,0.0,0.0,0.0
46,3,1.0,8.673,91.986
46,3,2.0,7.684,78.82600000000001
46,3,3.0,4.378,43.54
46,3,4.0,3.129,55.441
46,4,0.0,0.0,0.0
46,4,1.0,6.164999999999999,170.053
46,4,2.0,9.852,232.40300000000002
46,4,3.0,4.163,87.72200000000001
46,4,4.0,2.1990000000000003,77.182
47,1,0.0,0.0,0.0
47,1,1.0,5.218,46.401
47,1,2.0,4.361,59.988
47,1,3.0,5.827,104.251
47,1,4.0,3.459,57.728
47,2,0.0,0.0,0.0
47,2,1.0,3.528,99.929
47,2,2.0,4.9,73.396
47,2,3.0,2.056,36.059
47,2,4.0,4.529,40.58
47,3,0.0,0.0,0.0
47,3,1.0,35.235,67.925
47,3,2.0,16.833,91.141
47,3,3.0,15.852,96.025
47,3,4.0,4.303,21.181
47,4,0.0,0.0,0.0
47,4,1.0,11.178,55.019
47,4,2.0,2.745,52.86
47,4,3.0,6.809,44.429
47,4,4.0,3.272,57.672000000000004
48,1,0.0,0.0,0.0
48,1,1.0,10.044,75.60600000000001
48,1,2.0,24.254,115.72
48,1,3.0,4.65,32.603
48,1,4.0,10.74,63.415
48,2,0.0,0.0,0.0
48,2,1.0,24.081,126.497
48,2,2.0,12.363,190.136
48,2,3.0,12.418,60.918
48,2,4.0,11.647,77.345
48,3,0.0,0.0,0.0
48,3,1.0,5.949,73.949
48,3,2.0,23.821,51.916000000000004
48,3,3.0,3.23,26.362000000000002
48,3,4.0,14.026,120.727
48,4,0.0,0.0,0.0
48,4,1.0,6.139,26.159000000000002
48,4,2.0,12.028,151.054
48,4,3.0,4.389,28.317
48,4,4.0,12.517,84.421
49,1,0.0,0.0,0.0
49,1,1.0,33.868,68.355
49,1,2.0,18.347,66.855
49,1,3.0,14.08,106.706
49,1,4.0,11.46,55.868
49,2,0.0,0.0,0.0
49,2,1.0,11.272,82.787
49,2,2.0,4.834,35.37
49,2,3.0,4.369,151.532
49,2,4.0,8.336,73.012
49,3,0.0,0.0,0.0
49,3,1.0,16.833000000000002,67.642
49,3,2.0,15.373000000000001,140.035
49,3,3.0,8.873,36.269
49,3,4.0,5.724,113.72500000000001
49,4,0.0,0.0,0.0
49,4,1.0,11.914000000000001,80.251
49,4,2.0,4.63,53.032000000000004
49,4,3.0,4.284,46.232
49,4,4.0,100.714,2.463
50,1,0.0,0.0,0.0
50,1,1.0,7.085,35.694
50,1,2.0,4.063,87.875
50,1,3.0,5.617,83.677
50,1,4.0,7.991,87.747
50,2,0.0,0.0,0.0
50,2,1.0,21.881,122.43
50,2,2.0,13.950000000000001,101.333
50,2,3.0,10.296,88.741
50,2,4.0,17.046,64.647
50,3,0.0,0.0,0.0
50,3,1.0,16.781000000000002,79.708
50,3,2.0,20.978,91.52600000000001
50,3,3.0,8.257,93.60300000000001
50,3,4.0,5.555,21.899
