participant,scenario,taskId,planning_time,navigation_time
50,4,0.0,0.0,0.0
50,4,1.0,50.362,22.018
50,4,2.0,7.074,59.676
50,4,3.0,2.718,50.628
50,4,4.0,2.559,69.658
51,1,0.0,0.0,0.0
51,1,1.0,10.463000000000001,74.816
51,1,2.0,15.182,95.349
51,1,3.0,3.091,32.64
51,1,4.0,11.226,88.97500000000001
51,2,0.0,0.0,0.0
51,2,1.0,13.405000000000001,161.833
51,2,2.0,34.653,132.635
51,2,3.0,5.2860000000000005,72.325
51,2,4.0,53.936,138.567
51,3,0.0,0.0,0.0
51,3,1.0,15.826,204.767
51,3,2.0,16.936,154.56
51,3,3.0,7.229000000000001,71.325
51,3,4.0,26.396,260.266
51,4,0.0,0.0,0.0
51,4,1.0,11.786,66.04
51,4,2.0,16.723,44.347
51,4,3.0,11.389,171.44
51,4,4.0,14.368,21.289
52,1,0.0,0.0,0.0
52,1,1.0,15.926,29.509
52,1,2.0,19.194,89.933
52,1,3.0,23.689,149.565
52,1,4.0,20.344,65.772
52,2,0.0,0.0,0.0
52,2,1.0,16.996,88.711
52,2,2.0,13.405,41.221000000000004
52,2,3.0,12.278,75.988
52,2,4.0,19.845,110.534
52,3,0.0,0.0,0.0
52,3,1.0,12.287,82.531
52,3,2.0,14.336,53.503
52,3,3.0,10.582,68.973
52,3,4.0,11.937000000000001,28.489
52,4,0.0,0.0,0.0
52,4,1.0,12.5,89.434
52,4,2.0,15.447000000000001,162.053
52,4,3.0,27.212,99.976
52,4,4.0,16.06,76.953
53,1,0.0,0.0,0.0
53,1,1.0,7.914000000000001,64.52
53,1,2.0,15.934000000000001,158.288
53,1,3.0,5.9270000000000005,82.59400000000001
53,1,4.0,7.711,67.048
53,2,0.0,0.0,0.0
53,2,1.0,16.35,112.541
53,2,2.0,6.675,71.459
53,2,3.0,10.098,66.956
53,2,4.0,10.26,74.553
53,3,0.0,0.0,0.0
53,3,1.0,10.409,126.956
53,3,2.0,9.971,111.12400000000001
53,3,3.0,3.411,60.918
53,3,4.0,7.338,83.574
53,4,0.0,0.0,0.0
53,4,1.0,5.331,42.27
53,4,2.0,7.878,110.872
53,4,3.0,7.836,151.59
53,4,4.0,4.428,65.302
54,1,0.0,0.0,0.0
54,1,1.0,28.376,85.675
54,1,2.0,18.649,101.643
54,1,3.0,2.491,41.58
54,1,4.0,11.318,8.483
54,2,0.0,0.0,0.0
54,2,1.0,19.525000000000002,112.628
54,2,2.0,21.159,105.229
54,2,3.0,4.646,56.384
54,2,4.0,21.153000000000002,53.221000000000004
54,3,0.0,0.0,0.0
54,3,1.0,11.77,122.218
54,3,2.0,3.728,25.608
54,3,3.0,6.722,133.428
54,3,4.0,16.778,99.95700000000001
54,4,0.0,0.0,0.0
54,4,1.0,13.702,45.975
54,4,2.0,13.247,83.874
54,4,3.0,1.325,48.13
54,4,4.0,9.076,103.95
55,1,0.0,0.0,0.0
55,1,1.0,7.848,31.408
55,1,2.0,12.314,128.126
55,1,3.0,5.956,55.283
55,1,4.0,13.983,64.182
55,2,0.0,0.0,0.0
55,2,1.0,14.308,103.485
55,2,2.0,7.388,46.614
55,2,3.0,10.904,82.174
55,2,4.0,10.185,118.143
55,3,0.0,0.0,0.0
55,3,1.0,29.301000000000002,78.657
55,3,2.0,14.943999999999999,65.647
55,3,3.0,29.028000000000002,102.345
55,3,4.0,24.900000000000002,81.418
55,4,0.0,0.0,0.0
55,4,1.0,27.823999999999998,160.58
55,4,2.0,15.82,243.382
55,4,3.0,12.636000000000001,92.247
55,4,4.0,11.792,77.291
56,1,0.0,0.0,0.0
56,1,1.0,15.576,51.751000000000005
56,1,2.0,12.703,65.097
56,1,3.0,15.763,113.848
56,1,4.0,5.846,66.299
56,2,0.0,0.0,0.0
56,2,1.0,6.453,76.339
56,2,2.0,8.594,34.578
56,2,3.0,4.56,62.331
56,2,4.0,5.836,60.594
56,3,0.0,0.0,0.0
56,3,1.0,6.061,80.75200000000001
56,3,2.0,16.871000000000002,91.188
56,3,3.0,2.6270000000000002,33.873000000000005
56,3,4.0,9.148,32.823
56,4,0.0,0.0,0.0
56,4,1.0,13.587,45.136
56,4,2.0,12.309000000000001,92.748
56,4,3.0,12.613,43.034
56,4,4.0,9.749,54.247
57,1,0.0,0.0,0.0
57,1,1.0,20.756,83.61
57,1,2.0,13.581,113.25500000000001
57,1,3.0,13.924,44.513
57,1,4.0,25.045,60.35
57,2,0.0,0.0,0.0
57,2,1.0,14.826,150.997
57,2,2.0,8.620000000000001,71.059
57,2,3.0,8.304,38.775
57,2,4.0,10.704,17.149
57,3,0.0,0.0,0.0
57,3,1.0,10.003,149.684
57,3,2.0,4.79,80.31400000000001
57,3,3.0,5.037,92.277
57,3,4.0,1.996,24.497
57,4,0.0,0.0,0.0
57,4,1.0,6.341,107.611
57,4,2.0,4.064,128.872
57,4,3.0,13.795,298.44300000000004
57,4,4.0,2.647,101.212
58,1,0.0,0.0,0.0
58,1,1.0,5.031000000000001,43.514
58,1,2.0,3.1550000000000002,92.514
58,1,3.0,3.29,71.918
58,1,4.0,4.841,55.438
58,2,0.0,0.0,0.0
58,2,1.0,5.0440000000000005,87.264
58,2,2.0,4.8790000000000004,37.047000000000004
58,2,3.0,6.117,53.585
58,2,4.0,3.143,48.864000000000004
58,3,0.0,0.0,0.0
58,3,1.0,6.327,58.080000000000005
58,3,2.0,15.468,47.826
58,3,3.0,7.477,97.736
58,3,4.0,1.474,51.558
58,4,0.0,0.0,0.0
58,4,1.0,19.576,82.518
58,4,2.0,3.866,127.21000000000001
58,4,3.0,2.483,75.943
58,4,4.0,5.288,75.438
59,1,0.0,0.0,0.0
59,1,1.0,15.734,55.426
59,1,2.0,18.405,64.83200000000001
59,1,3.0,7.0280000000000005,131.428
59,1,4.0,5.071,84.934
59,2,0.0,0.0,0.0
59,2,1.0,9.538,107.32900000000001
59,2,2.0,2.025,38.672000000000004
59,2,3.0,15.402000000000001,66.677
59,2,4.0,10.212,86.406
59,3,0.0,0.0,0.0
59,3,1.0,13.946,262.067
59,3,2.0,15.002,61.165
59,3,3.0,25.309,118.29400000000001
59,3,4.0,17.36,93.583
59,4,0.0,0.0,0.0
59,4,1.0,10.348,82.687
59,4,2.0,8.093,107.19500000000001
59,4,3.0,20.507,88.449
59,4,4.0,11.457,64.03
60,1,0.0,0.0,0.0
60,1,1.0,40.139,5.836
60,1,2.0,112.209,96.946
60,1,3.0,11.731,73.559
60,1,4.0,48.028,6.586
60,2,0.0,0.0,0.0
60,2,1.0,16.394000000000002,234.553
60,2,2.0,3.452,45.814
60,2,3.0,5.257000000000001,62.332
60,2,4.0,2.503,12.906
60,3,0.0,0.0,0.0
60,3,1.0,56.735,26.638
60,3,2.0,83.272,3.045
60,3,3.0,54.561,80.968
60,3,4.0,2.517,26.071
60,4,0.0,0.0,0.0
60,4,1.0,18.666,231.52200000000002
60,4,2.0,9.907,83.00800000000001
60,4,3.0,46.717,312.446
60,4,4.0,9.073,85.21300000000001
61,1,0.0,0.0,0.0
61,1,1.0,12.573,23.09
61,1,2.0,29.054000000000002,163.864
61,1,3.0,6.102,37.525
61,1,4.0,14.674,55.565
61,2,0.0,0.0,0.0
61,2,1.0,9.762,83.002
61,2,2.0,6.745,42.085
61,2,3.0,11.914,133.667
61,2,4.0,4.551,68.553
61,3,0.0,0.0,0.0
61,3,1.0,11.878,58.684000000000005
61,3,2.0,11.32,48.805
61,3,3.0,15.343,29.118000000000002
61,3,4.0,13.02,134.868
61,4,0.0,0.0,0.0
61,4,1.0,10.773000000000001,74.819
61,4,2.0,7.933000000000001,111.33200000000001
61,4,3.0,8.292,95.415
61,4,4.0,4.7090000000000005,57.721000000000004
62,1,0.0,0.0,0.0
62,1,1.0,8.771,55.745000000000005
62,1,2.0,27.535,127.339
62,1,3.0,4.037,15.029
62,1,4.0,17.166,117.571
62,2,0.0,0.0,0.0
62,2,1.0,14.954,100.126
62,2,2.0,8.674,55.725
62,2,3.0,18.424,114.679
62,2,4.0,67.934,69.949
62,3,0.0,0.0,0.0
62,3,1.0,61.083,263.931
62,3,2.0,16.784,34.111000000000004
62,3,3.0,29.096,108.705
62,3,4.0,14.734,54.052
62,4,0.0,0.0,0.0
62,4,1.0,10.735,115.667
62,4,2.0,10.44,265.128
62,4,3.0,16.121,133.562
62,4,4.0,9.902000000000001,96.57600000000001
63,1,0.0,0.0,0.0
63,1,1.0,11.641,65.898
63,1,2.0,10.663,55.544000000000004
63,1,3.0,12.506,101.903
63,1,4.0,11.748000000000001,70.546
63,2,0.0,0.0,0.0
63,2,1.0,13.516,140.111
63,2,2.0,11.799,72.821
63,2,3.0,40.258,57.228
63,2,4.0,13.023,33.469
63,3,0.0,0.0,0.0
63,3,1.0,13.616,80.539
63,3,2.0,13.360000000000001,94.776
63,3,3.0,11.685,86.504
63,3,4.0,12.306000000000001,27.402
63,4,0.0,0.0,0.0
63,4,1.0,11.4,63.88
63,4,2.0,9.405000000000001,60.506
63,4,3.0,9.629,92.10300000000001
63,4,4.0,13.208,70.901
