,Unnamed: 0,DateTime,posX,posY,posZ,rotX,rotY,rotZ,taskState,mapInteractions,participant,scenario,start_point,state,phase,routename,taskId,lockscreen,combination
125982,125982,2023-10-12 14:26:53.629,-704.9874,1.305001,-1042.898,0,89.48111,0,,mapLog:isScreenLocked+True,40,4,s,,navigation,s_to_Lion,3.0,1,40_4_3.0
125983,125983,2023-10-12 14:26:53.690,-704.8238,1.304999,-1042.913,0,89.48111,0,,,40,4,s,,navigation,s_to_Lion,3.0,1,40_4_3.0
125984,125984,2023-10-12 14:26:54.229,-703.2377,1.305,-1042.985,0,89.48111,0,,,40,4,s,,navigation,s_to_Lion,3.0,1,40_4_3.0
125985,125985,2023-10-12 14:26:54.761,-701.6494,1.305,-1042.972,0,89.48111,0,,,40,4,s,,navigation,s_to_Lion,3.0,1,40_4_3.0
125986,125986,2023-10-12 14:26:54.871,-701.3197,1.305,-1042.97,0,89.48111,0,,mapLog:isScreenLocked+False,40,4,s,,navigation,s_to_Lion,3.0,0,40_4_3.0
125987,125987,2023-10-12 14:26:55.047,-700.7803,1.305,-1042.965,0,89.48111,0,,mapLog:positionXYZ+-700.1265+100+-1036.515,40,4,s,,navigation,s_to_Lion,3.0,0,40_4_3.0
125988,125988,2023-10-12 14:26:55.283,-700.091,1.305,-1042.96,0,89.48111,0,,,40,4,s,,navigation,s_to_Lion,3.0,0,40_4_3.0
125989,125989,2023-10-12 14:26:55.801,-698.5327,1.305,-1042.947,0,89.48111,0,,,40,4,s,,navigation,s_to_Lion,3.0,0,40_4_3.0
125990,125990,2023-10-12 14:26:56.322,-696.9743,1.305,-1042.934,0,89.48111,0,,,40,4,s,,navigation,s_to_Lion,3.0,0,40_4_3.0
125991,125991,2023-10-12 14:26:56.840,-695.416,1.305,-1042.936,0,92.49559,0,,,40,4,s,,navigation,s_to_Lion,3.0,0,40_4_3.0
125992,125992,2023-10-12 14:26:57.360,-693.8671,1.305,-1043.111,0,100.8549,0,,,40,4,s,,navigation,s_to_Lion,3.0,0,40_4_3.0
125993,125993,2023-10-12 14:26:57.871,-692.4759,1.305,-1043.622,0,109.5248,0,,,40,4,s,,navigation,s_to_Lion,3.0,0,40_4_3.0
125994,125994,2023-10-12 14:26:58.428,-690.9716,1.305,-1044.295,0,118.8747,0,,,40,4,s,,navigation,s_to_Lion,3.0,0,40_4_3.0
125995,125995,2023-10-12 14:26:58.927,-689.6915,1.305,-1045.131,0,127.5448,0,,,40,4,s,,navigation,s_to_Lion,3.0,0,40_4_3.0
125996,125996,2023-10-12 14:26:59.462,-688.5894,1.305,-1046.068,0,131.2391,0,,,40,4,s,,navigation,s_to_Lion,3.0,0,40_4_3.0
125997,125997,2023-10-12 14:27:00.001,-688.5792,1.305,-1046.076,0,131.4391,0,,,40,4,s,,navigation,s_to_Lion,3.0,0,40_4_3.0
125998,125998,2023-10-12 14:27:00.389,-688.5792,1.305,-1046.076,0,132.2286,0,,mapLog:positionXYZ+-688.5792+100+-1046.076,40,4,s,,navigation,s_to_Lion,3.0,0,40_4_3.0
125999,125999,2023-10-12 14:27:00.439,-688.5792,1.305,-1046.076,0,132.2911,0,checkedIn:Lion,,40,4,s,end,navigation,,3.0,0,40_4_3.0
128338,128338,2023-10-12 16:42:46.233,-747.0557,1.305,-1143.306,0,264.7166,0,setNavigationTarget:Colonial Church,,41,2,s,start,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128339,128339,2023-10-12 16:42:46.234,-747.0557,1.305,-1143.306,0,264.7166,0,,mapLog:MapButtonPoiClick+buttonOnFollowPlayer,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128340,128340,2023-10-12 16:42:46.256,-747.0557,1.305,-1143.306,0,264.7166,0,,mapLog:MapButtonPoiClick+PoiClick_choseYES_Colonial Church,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128341,128341,2023-10-12 16:42:46.278,-747.0557,1.305,-1143.306,0,264.7166,0,,mapLog:positionXYZ+-748.4224+100+-1143.899,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128342,128342,2023-10-12 16:42:46.370,-747.0557,1.305,-1143.306,0,264.7166,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128343,128343,2023-10-12 16:42:46.872,-747.0557,1.305,-1143.306,0,264.7166,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128344,128344,2023-10-12 16:42:47.374,-747.0557,1.305,-1143.306,0,264.7166,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128345,128345,2023-10-12 16:42:47.878,-747.0557,1.305,-1143.306,0,264.7166,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128346,128346,2023-10-12 16:42:48.383,-747.0557,1.305,-1143.306,0,264.7166,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128347,128347,2023-10-12 16:42:48.889,-746.8749,1.305,-1143.289,0,264.7166,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128348,128348,2023-10-12 16:42:49.404,-746.4661,1.305,-1143.252,0,264.7254,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128349,128349,2023-10-12 16:42:49.914,-746.397,1.305,-1143.246,0,264.7913,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128350,128350,2023-10-12 16:42:50.415,-746.6246,1.305,-1143.267,0,264.7913,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128351,128351,2023-10-12 16:42:50.930,-747.4833,1.305,-1143.344,0,265.8929,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128352,128352,2023-10-12 16:42:51.441,-747.5706,1.305,-1143.349,0,272.9893,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128353,128353,2023-10-12 16:42:51.961,-747.5706,1.305,-1143.349,0,281.6678,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128354,128354,2023-10-12 16:42:52.467,-747.5706,1.305,-1143.349,0,290.1306,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128355,128355,2023-10-12 16:42:52.980,-747.5706,1.305,-1143.349,0,298.2979,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128356,128356,2023-10-12 16:42:53.486,-747.6252,1.305,-1143.312,0,304.295,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128357,128357,2023-10-12 16:42:53.998,-748.575,1.305,-1142.655,0,304.6424,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128358,128358,2023-10-12 16:42:54.504,-749.1965,1.305094,-1141.792,0,305.5923,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128359,128359,2023-10-12 16:42:55.005,-750.0753,1.304999,-1140.769,0,308.2354,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128360,128360,2023-10-12 16:42:55.522,-751.2866,1.274376,-1139.789,0,309.7849,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128361,128361,2023-10-12 16:42:56.032,-752.4233,1.155,-1138.769,0,315.3201,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128362,128362,2023-10-12 16:42:56.553,-753.4461,1.155,-1137.593,0,322.8405,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128363,128363,2023-10-12 16:42:56.584,-753.5003,1.155,-1137.521,0,323.2756,0,,mapLog:isScreenLocked+True,41,2,s,,navigation,s_to_Colonial Church,4.0,1,41_2_4.0
128364,128364,2023-10-12 16:42:57.079,-754.3209,1.155,-1136.266,0,330.4298,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,1,41_2_4.0
128365,128365,2023-10-12 16:42:57.585,-754.9823,1.155,-1134.921,0,337.2456,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,1,41_2_4.0
128366,128366,2023-10-12 16:42:58.102,-755.5049,1.155,-1133.453,0,343.572,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,1,41_2_4.0
128367,128367,2023-10-12 16:42:58.616,-755.8718,1.155,-1131.968,0,348.4123,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,1,41_2_4.0
128368,128368,2023-10-12 16:42:59.125,-756.1664,1.155,-1130.468,0,349.0156,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,1,41_2_4.0
128369,128369,2023-10-12 16:42:59.653,-756.4705,1.155,-1128.908,0,349.0156,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,1,41_2_4.0
128370,128370,2023-10-12 16:43:00.182,-756.7745,1.155,-1127.349,0,349.0156,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,1,41_2_4.0
128371,128371,2023-10-12 16:43:00.687,-757.0671,1.155,-1125.849,0,349.0156,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,1,41_2_4.0
128372,128372,2023-10-12 16:43:01.204,-757.3597,1.155,-1124.348,0,349.0156,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,1,41_2_4.0
128373,128373,2023-10-12 16:43:01.721,-757.6581,1.155,-1122.819,0,349.0156,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,1,41_2_4.0
128374,128374,2023-10-12 16:43:02.251,-757.9622,1.155,-1121.259,0,349.0156,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,1,41_2_4.0
128375,128375,2023-10-12 16:43:02.768,-758.2605,1.155,-1119.73,0,349.0156,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,1,41_2_4.0
128376,128376,2023-10-12 16:43:03.298,-758.5646,1.155,-1118.17,0,349.0156,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,1,41_2_4.0
128377,128377,2023-10-12 16:43:03.804,-758.8284,1.197305,-1116.711,0,349.0156,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,1,41_2_4.0
128378,128378,2023-10-12 16:43:04.332,-759.0997,1.304527,-1115.168,0,349.0156,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,1,41_2_4.0
128379,128379,2023-10-12 16:43:04.840,-759.3923,1.305,-1113.668,0,349.0149,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,1,41_2_4.0
128380,128380,2023-10-12 16:43:05.359,-759.6943,1.305,-1112.138,0,348.3865,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,1,41_2_4.0
128381,128381,2023-10-12 16:43:05.862,-760.0336,1.305,-1110.677,0,344.8149,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,1,41_2_4.0
128382,128382,2023-10-12 16:43:06.388,-760.5154,1.305,-1109.162,0,340.39,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,1,41_2_4.0
128383,128383,2023-10-12 16:43:06.907,-761.0497,1.305,-1107.696,0,339.8197,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,1,41_2_4.0
128384,128384,2023-10-12 16:43:07.203,-761.3366,1.305,-1106.915,0,339.8197,0,,mapLog:isScreenLocked+False,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128385,128385,2023-10-12 16:43:07.417,-761.558,1.305,-1106.313,0,339.8197,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128386,128386,2023-10-12 16:43:07.917,-761.7181,1.305,-1105.878,0,339.8197,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128387,128387,2023-10-12 16:43:08.418,-761.7966,1.305,-1105.664,0,339.8197,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128388,128388,2023-10-12 16:43:08.934,-762.1265,1.305,-1104.766,0,339.8197,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128389,128389,2023-10-12 16:43:09.457,-762.1265,1.305,-1104.766,0,339.8197,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128390,128390,2023-10-12 16:43:09.976,-762.1265,1.305,-1104.766,0,339.8197,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128391,128391,2023-10-12 16:43:10.497,-762.1265,1.305,-1104.766,0,339.8197,0,,,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128392,128392,2023-10-12 16:43:10.547,-762.1265,1.305,-1104.766,0,339.8197,0,,mapLog:positionXYZ+-762.1265+100+-1104.766,41,2,s,,navigation,s_to_Colonial Church,4.0,0,41_2_4.0
128393,128393,2023-10-12 16:43:10.595,-762.1265,1.305,-1104.766,0,339.8197,0,checkedIn:Colonial Church,,41,2,s,end,navigation,,4.0,0,41_2_4.0
129476,129476,2023-10-12 16:55:48.575,-370.7792,1.305,-818.9888,0,90.43851,0,setNavigationTarget:Cupcake Café,,41,3,n,start,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129477,129477,2023-10-12 16:55:48.621,-370.7792,1.305,-818.9888,0,90.43851,0,,mapLog:MapButtonPoiClick+buttonOnFollowPlayer,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129478,129478,2023-10-12 16:55:48.622,-370.7792,1.305,-818.9888,0,90.43851,0,,mapLog:MapButtonPoiClick+PoiClick_choseYES_Cupcake Café,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129479,129479,2023-10-12 16:55:48.665,-370.7792,1.305,-818.9888,0,90.43851,0,,mapLog:positionXYZ+-370.6864+100+-819.0146,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129480,129480,2023-10-12 16:55:49.040,-370.7792,1.305,-818.9888,0,90.43851,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129481,129481,2023-10-12 16:55:49.546,-370.7792,1.305,-818.9888,0,90.43851,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129482,129482,2023-10-12 16:55:50.053,-370.7792,1.305,-818.9888,0,90.43851,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129483,129483,2023-10-12 16:55:50.565,-370.6226,1.305,-818.9905,0,90.43851,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129484,129484,2023-10-12 16:55:51.075,-369.523,1.305,-819.0007,0,90.43851,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129485,129485,2023-10-12 16:55:51.587,-368.151,1.305,-819.0132,0,90.43851,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129486,129486,2023-10-12 16:55:52.097,-367.1044,1.305,-819.0228,0,90.47562,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129487,129487,2023-10-12 16:55:52.618,-366.7058,1.305,-819.0332,0,91.40305,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129488,129488,2023-10-12 16:55:53.154,-365.4369,1.305,-819.0649,0,91.41331,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129489,129489,2023-10-12 16:55:53.685,-364.6391,1.305,-819.416,0,92.23342,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129490,129490,2023-10-12 16:55:54.230,-364.613,1.305,-820.0553,0,95.18432,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129491,129491,2023-10-12 16:55:54.749,-364.6596,1.305,-820.6833,0,96.16685,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129492,129492,2023-10-12 16:55:55.258,-364.7207,1.305,-820.7399,0,96.16685,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129493,129493,2023-10-12 16:55:55.776,-364.5454,1.305,-820.7588,0,96.16685,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129494,129494,2023-10-12 16:55:56.289,-363.4231,1.305,-820.4615,0,96.16685,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129495,129495,2023-10-12 16:55:56.815,-362.062,1.305,-820.5709,0,96.16685,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129496,129496,2023-10-12 16:55:57.323,-360.9287,1.304999,-820.694,0,96.16685,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129497,129497,2023-10-12 16:55:57.832,-360.8873,1.304999,-820.6989,0,96.16685,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129498,129498,2023-10-12 16:55:58.340,-360.8873,1.304999,-820.6989,0,96.16685,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129499,129499,2023-10-12 16:55:58.849,-360.7776,1.304999,-820.7117,0,96.16685,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129500,129500,2023-10-12 16:55:59.103,-360.7532,1.304999,-820.7147,0,96.16685,0,,mapLog:isScreenLocked+True,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129501,129501,2023-10-12 16:55:59.358,-360.7532,1.304999,-820.7147,0,96.90454,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129502,129502,2023-10-12 16:55:59.867,-360.7532,1.304999,-820.7147,0,101.8732,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129503,129503,2023-10-12 16:56:00.398,-360.7532,1.304999,-820.7147,0,108.9564,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129504,129504,2023-10-12 16:56:00.948,-360.7532,1.304999,-820.7147,0,116.7021,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129505,129505,2023-10-12 16:56:01.463,-360.7532,1.304999,-820.7147,0,123.3202,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129506,129506,2023-10-12 16:56:02.001,-360.7521,1.304999,-820.7162,0,129.2262,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129507,129507,2023-10-12 16:56:02.547,-360.6706,1.304999,-820.7936,0,134.3094,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129508,129508,2023-10-12 16:56:03.109,-359.8602,1.304999,-821.6096,0,135.2083,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129509,129509,2023-10-12 16:56:03.623,-358.8178,1.304999,-822.6615,0,135.2083,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129510,129510,2023-10-12 16:56:04.141,-358.6114,1.304999,-822.87,0,135.2083,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129511,129511,2023-10-12 16:56:04.658,-358.573,1.304999,-822.9086,0,135.2083,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129512,129512,2023-10-12 16:56:05.184,-358.2813,1.304999,-823.2242,0,139.7953,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129513,129513,2023-10-12 16:56:05.735,-357.7527,1.304999,-823.9569,0,147.8805,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129514,129514,2023-10-12 16:56:06.292,-357.088,1.304999,-825.2249,0,156.3724,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129515,129515,2023-10-12 16:56:06.856,-356.4964,1.155,-826.8274,0,162.9378,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129516,129516,2023-10-12 16:56:07.412,-356.0737,1.155,-828.4236,0,167.2656,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129517,129517,2023-10-12 16:56:07.953,-355.769,1.155,-830.016,0,170.9696,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129518,129518,2023-10-12 16:56:08.472,-355.5652,1.155,-831.5637,0,173.9872,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129519,129519,2023-10-12 16:56:08.977,-355.4353,1.155,-833.089,0,176.2846,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129520,129520,2023-10-12 16:56:09.527,-355.3715,1.155,-834.7404,0,179.4541,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129521,129521,2023-10-12 16:56:10.063,-355.3976,1.155,-836.3319,0,182.4434,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129522,129522,2023-10-12 16:56:10.605,-355.4959,1.155,-837.9504,0,184.2754,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129523,129523,2023-10-12 16:56:11.166,-355.6304,1.155,-839.6552,0,184.5524,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129524,129524,2023-10-12 16:56:11.670,-355.731,1.191103,-841.1384,0,184.5884,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129525,129525,2023-10-12 16:56:12.232,-355.8449,1.304999,-842.7919,0,185.3454,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129526,129526,2023-10-12 16:56:12.792,-356.0065,1.304999,-844.4667,0,185.7041,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129527,129527,2023-10-12 16:56:13.349,-356.1748,1.305,-846.1415,0,185.7812,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129528,129528,2023-10-12 16:56:13.904,-356.3414,1.305,-847.7864,0,185.8776,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129529,129529,2023-10-12 16:56:14.406,-356.8513,1.305,-849.0322,0,186.1184,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129530,129530,2023-10-12 16:56:14.959,-357.0363,1.305,-850.7037,0,186.5692,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129531,129531,2023-10-12 16:56:15.469,-357.2371,1.305,-852.2214,0,188.9792,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129532,129532,2023-10-12 16:56:16.000,-357.8099,1.305,-853.1282,0,192.8188,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129533,129533,2023-10-12 16:56:16.521,-358.1381,1.305,-854.4576,0,194.6167,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129534,129534,2023-10-12 16:56:17.027,-358.4838,1.305,-855.7582,0,194.9909,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,1,41_3_4.0
129535,129535,2023-10-12 16:56:17.396,-358.6708,1.305,-856.4573,0,194.9909,0,,mapLog:isScreenLocked+False,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129536,129536,2023-10-12 16:56:17.538,-358.729,1.305,-856.6753,0,194.9909,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129537,129537,2023-10-12 16:56:18.057,-358.7448,1.305,-856.7339,0,194.9909,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129538,129538,2023-10-12 16:56:18.575,-358.7448,1.305,-856.7339,0,194.9909,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129539,129539,2023-10-12 16:56:19.092,-358.7448,1.305,-856.7339,0,194.9909,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129540,129540,2023-10-12 16:56:19.611,-358.7448,1.305,-856.7339,0,194.9909,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129541,129541,2023-10-12 16:56:20.125,-358.8509,1.304999,-856.6658,0,194.9909,0,,,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129542,129542,2023-10-12 16:56:20.170,-358.8682,1.304999,-856.6591,0,194.9909,0,,mapLog:positionXYZ+-358.7448+100+-856.7339,41,3,n,,navigation,n_to_Cupcake Café,4.0,0,41_3_4.0
129543,129543,2023-10-12 16:56:20.264,-358.9098,1.304999,-856.6481,0,194.9909,0,checkedIn:Cupcake Café,,41,3,n,end,navigation,,4.0,0,41_3_4.0
134919,134919,2023-10-13 14:54:08.285,-824.1754,1.155,-724.7422,0,179.4927,0,setNavigationTarget:Coffee Corner,,43,1,w,start,navigation,w_to_Coffee Corner,3.0,0,43_1_3.0
134920,134920,2023-10-13 14:54:08.286,-824.1754,1.155,-724.7422,0,179.4927,0,,mapLog:MapButtonPoiClick+buttonOnFollowPlayer,43,1,w,,navigation,w_to_Coffee Corner,3.0,0,43_1_3.0
134921,134921,2023-10-13 14:54:08.318,-824.1752,1.155,-724.7583,0,179.6749,0,,mapLog:MapButtonPoiClick+PoiClick_choseYES_Coffee Corner,43,1,w,,navigation,w_to_Coffee Corner,3.0,0,43_1_3.0
134922,134922,2023-10-13 14:54:08.349,-824.1752,1.155,-724.774,0,179.8564,0,,mapLog:positionXYZ+-820.8052+100+-723.7208,43,1,w,,navigation,w_to_Coffee Corner,3.0,0,43_1_3.0
134923,134923,2023-10-13 14:54:08.610,-824.1768,1.155,-724.9138,0,181.4091,0,,,43,1,w,,navigation,w_to_Coffee Corner,3.0,0,43_1_3.0
134924,134924,2023-10-13 14:54:09.133,-824.1928,1.155,-725.2167,0,184.5218,0,,,43,1,w,,navigation,w_to_Coffee Corner,3.0,0,43_1_3.0
134925,134925,2023-10-13 14:54:09.634,-824.3077,1.155,-726.6252,0,184.6846,0,,,43,1,w,,navigation,w_to_Coffee Corner,3.0,0,43_1_3.0
134926,134926,2023-10-13 14:54:10.136,-824.4297,1.155,-728.1206,0,184.6846,0,,,43,1,w,,navigation,w_to_Coffee Corner,3.0,0,43_1_3.0
134927,134927,2023-10-13 14:54:10.645,-824.5543,1.155,-729.6459,0,184.6163,0,,,43,1,w,,navigation,w_to_Coffee Corner,3.0,0,43_1_3.0
134928,134928,2023-10-13 14:54:11.173,-824.6577,1.155,-731.2339,0,182.8143,0,,,43,1,w,,navigation,w_to_Coffee Corner,3.0,0,43_1_3.0
134929,134929,2023-10-13 14:54:11.676,-824.718,1.155,-732.7354,0,181.8782,0,,,43,1,w,,navigation,w_to_Coffee Corner,3.0,0,43_1_3.0
134930,134930,2023-10-13 14:54:12.190,-824.75,1.155,-734.2668,0,180.0119,0,,,43,1,w,,navigation,w_to_Coffee Corner,3.0,0,43_1_3.0
134931,134931,2023-10-13 14:54:12.707,-824.7212,1.155,-735.8284,0,177.9312,0,,,43,1,w,,navigation,w_to_Coffee Corner,3.0,0,43_1_3.0
134932,134932,2023-10-13 14:54:13.223,-824.6431,1.155,-737.3899,0,176.3173,0,,,43,1,w,,navigation,w_to_Coffee Corner,3.0,0,43_1_3.0
134933,134933,2023-10-13 14:54:13.725,-824.5172,1.155,-738.8853,0,173.9396,0,,,43,1,w,,navigation,w_to_Coffee Corner,3.0,0,43_1_3.0
134934,134934,2023-10-13 14:54:14.244,-824.3228,1.304999,-740.374,0,171.7534,0,,,43,1,w,,navigation,w_to_Coffee Corner,3.0,0,43_1_3.0
134935,134935,2023-10-13 14:54:14.746,-824.0859,1.304999,-741.8563,0,170.0993,0,,,43,1,w,,navigation,w_to_Coffee Corner,3.0,0,43_1_3.0
