,Unnamed: 0.1,Unnamed: 0,DateTime,posX,posY,posZ,rotX,rotY,rotZ,taskState,mapInteractions,participant,scenario,start_point,state,phase,routename,taskId,planning_distance,navigation_distance,navigating_distance,cumulativeDistance
34852,48729,48729,2023-09-29 16:49:56.441,-220.656,1.304999,-1043.255,0,262.9002,0,,mapLog:isScreenLocked+False,23,2,e,,navigation,e_to_Café Anna-Rosa,1.0,0.0,0.0,0.8702795183158357,369.7650598806802
34881,48758,48758,2023-09-29 16:50:09.562,-254.681,1.304999,-1030.523,0,308.3338,0,,mapLog:isScreenLocked+False,23,2,e,,navigation,e_to_Café Anna-Rosa,1.0,0.0,0.0,0.2693369822361281,408.0938474293272
34928,48838,48838,2023-09-29 16:50:39.897,-272.163,1.305,-1010.237,0,156.8771,0,,mapLog:isScreenLocked+False,23,2,e,,navigation,e_to_Sunshine Boutique Hotel,2.0,0.0,0.0,0.0,7.131554307298776
34954,48864,48864,2023-09-29 16:50:51.395,-261.6371,1.304999,-993.5281,0,358.378,0,,mapLog:isScreenLocked+False,23,2,e,,navigation,e_to_Sunshine Boutique Hotel,2.0,0.0,0.0,0.2990991307242248,29.49343042401733
34981,48891,48891,2023-09-29 16:51:03.562,-261.007,1.304999,-958.3544,0,5.779994,0,,mapLog:isScreenLocked+False,23,2,e,,navigation,e_to_Sunshine Boutique Hotel,2.0,0.0,0.0,0.1796042594149032,64.77466935916334
35012,48922,48922,2023-09-29 16:51:18.133,-290.7723,1.304999,-944.485,0,273.7963,0,,mapLog:isScreenLocked+False,23,2,e,,navigation,e_to_Sunshine Boutique Hotel,2.0,0.0,0.0,0.3903127463970187,107.71375663361016
35038,48948,48948,2023-09-29 16:51:30.278,-326.0949,1.470271,-945.7548,0,286.015,0,,mapLog:isScreenLocked+False,23,2,e,,navigation,e_to_Sunshine Boutique Hotel,2.0,0.0,0.0,0.8078877706711112,143.55848909841583
35073,48983,48983,2023-09-29 16:51:47.097,-374.8856,1.305,-947.7937,0,257.4254,0,,mapLog:isScreenLocked+False,23,2,e,,navigation,e_to_Sunshine Boutique Hotel,2.0,0.0,0.0,0.5099731953740206,193.9355959045016
35123,49061,49061,2023-09-29 16:52:18.904,-386.8094,1.155,-942.2198,0,311.9432,0,,mapLog:isScreenLocked+False,23,2,e,,navigation,e_to_Kiosk,3.0,0.0,0.0,1.377852248973068,14.610908065591682
35170,49108,49108,2023-09-29 16:52:41.572,-442.0226,1.305,-912.7682,0,278.8993,0,,mapLog:isScreenLocked+False,23,2,e,,navigation,e_to_Kiosk,3.0,0.0,0.0,0.6302432546247781,80.32095330256217
35202,49179,49179,2023-09-29 16:53:05.963,-439.9781,1.305,-904.9766,0,337.1032,0,,mapLog:isScreenLocked+False,23,2,e,,navigation,e_to_Colonial Town Gazebo Style,4.0,0.0,0.0,0.4794875285135735,14.476908648746
35229,49206,49206,2023-09-29 16:53:18.394,-442.726,1.305002,-876.2272,0,346.8105,0,,mapLog:isScreenLocked+False,23,2,e,,navigation,e_to_Colonial Town Gazebo Style,4.0,0.0,0.0,0.9588964490495896,43.80087573359123
35266,49243,49243,2023-09-29 16:53:35.648,-457.5848,1.304999,-837.6095,0,243.9483,0,,mapLog:isScreenLocked+False,23,2,e,,navigation,e_to_Colonial Town Gazebo Style,4.0,0.0,0.0,0.4203202231632128,94.88859114058609
35291,49268,49268,2023-09-29 16:53:47.152,-489.2302,1.305,-840.9508,0,264.972,0,,mapLog:isScreenLocked+False,23,2,e,,navigation,e_to_Colonial Town Gazebo Style,4.0,0.0,0.0,1.16640000000001,127.34528404295652
35318,49295,49295,2023-09-29 16:53:59.321,-524.54,1.305,-839.4935,0,261.85,0,,mapLog:isScreenLocked+False,23,2,e,,navigation,e_to_Colonial Town Gazebo Style,4.0,0.0,0.0,0.6601092030868821,162.96134405799174
35372,49468,49468,2023-09-29 16:21:09.892,-576.1649,1.305,-1244.892,0,100.5326,0,,mapLog:isScreenLocked+False,23,3,s,,navigation,s_to_Oriental Town,1.0,0.0,0.0,0.0553114816290288,24.69906047295557
35404,49500,49500,2023-09-29 16:21:25.532,-564.8599,1.155,-1228.594,0,344.745,0,,mapLog:isScreenLocked+False,23,3,s,,navigation,s_to_Oriental Town,1.0,0.0,0.0,0.7048740029251934,50.67941293770243
35446,49542,49542,2023-09-29 16:21:45.618,-561.9957,1.305,-1189.295,0,357.3576,0,,mapLog:isScreenLocked+False,23,3,s,,navigation,s_to_Oriental Town,1.0,0.0,0.0,0.0766876782799657,92.20505145550896
35478,49574,49574,2023-09-29 16:22:01.227,-561.7855,1.304955,-1151.846,0,358.0854,0,,mapLog:isScreenLocked+False,23,3,s,,navigation,s_to_Oriental Town,1.0,0.0,0.0,0.9022152514781844,131.0182911060457
35516,49612,49612,2023-09-29 16:22:19.665,-557.9106,1.305,-1111.202,0,18.95893,0,,mapLog:isScreenLocked+False,23,3,s,,navigation,s_to_Oriental Town,1.0,0.0,0.0,0.5385040761219995,173.599417180637
35548,49644,49644,2023-09-29 16:22:35.020,-543.9457,1.305,-1074.108,0,42.66704,0,,mapLog:isScreenLocked+False,23,3,s,,navigation,s_to_Oriental Town,1.0,0.0,0.0,0.7212604522639197,215.93583633584592
35580,49676,49676,2023-09-29 16:22:50.309,-551.9543,1.305,-1048.386,0,287.4428,0,,mapLog:isScreenLocked+False,23,3,s,,navigation,s_to_Oriental Town,1.0,0.0,0.0,0.4663648893302272,248.6256924087045
35611,49707,49707,2023-09-29 16:23:04.931,-584.0641,1.155,-1035.153,0,5.283119,0,,mapLog:isScreenLocked+False,23,3,s,,navigation,s_to_Oriental Town,1.0,0.0,0.0,0.7201566773974067,288.0868802383425
35645,49741,49741,2023-09-29 16:23:20.989,-588.9734,1.305,-999.9576,0,4.217963,0,,mapLog:isScreenLocked+False,23,3,s,,navigation,s_to_Oriental Town,1.0,0.0,0.0,0.2401137438799009,329.23335269382375
35687,49783,49783,2023-09-29 16:23:41.961,-586.8466,1.155,-945.8668,0,39.94025,0,,mapLog:isScreenLocked+False,23,3,s,,navigation,s_to_Oriental Town,1.0,0.0,0.0,1.6775763469958596,386.11787177453175
35715,49811,49811,2023-09-29 16:23:55.227,-586.1758,1.305,-911.0884,0,340.0258,0,,mapLog:isScreenLocked+False,23,3,s,,navigation,s_to_Oriental Town,1.0,0.0,0.0,1.5928532010200809,423.0847747027785
35740,49836,49836,2023-09-29 16:24:06.615,-589.6792,1.304999,-878.6447,0,1.551324,0,,mapLog:isScreenLocked+False,23,3,s,,navigation,s_to_Oriental Town,1.0,0.0,0.0,1.226530660032683,456.1462038773363
35775,49871,49871,2023-09-29 16:24:23.117,-601.6711,1.155,-839.0602,0,273.5469,0,,mapLog:isScreenLocked+False,23,3,s,,navigation,s_to_Oriental Town,1.0,0.0,0.0,0.7797657404631518,505.1807459025671
35837,49933,49933,2023-09-29 16:24:54.253,-646.9002,1.305,-809.3003,0,52.88173,0,,mapLog:isScreenLocked+False,23,3,s,,navigation,s_to_Oriental Town,1.0,0.0,0.0,0.8994447398256595,589.1869488086351
35873,50044,50044,2023-09-29 16:25:35.428,-647.2062,1.305,-812.9601,0,196.5646,0,,mapLog:isScreenLocked+False,23,3,s,,navigation,s_to_Kiosk,2.0,0.0,0.0,0.4381107280128925,4.622169630097855
35940,50111,50111,2023-09-29 16:26:09.755,-695.0945,1.158834,-835.3375,0,154.4227,0,,mapLog:isScreenLocked+False,23,3,s,,navigation,s_to_Kiosk,2.0,0.0,0.0,0.4550557108749703,81.82852276665538
36003,50231,50231,2023-09-29 16:26:54.485,-713.718,1.305,-840.53,0,247.2415,0,,mapLog:isScreenLocked+False,23,3,s,,navigation,s_to_Migros,3.0,0.0,0.0,0.3549704917312672,27.180091357859546
36028,50256,50256,2023-09-29 16:27:06.079,-737.7716,1.155,-833.9856,0,341.5056,0,,mapLog:isScreenLocked+False,23,3,s,,navigation,s_to_Migros,3.0,0.0,0.0,0.3493739114473146,55.8498838768141
36061,50289,50289,2023-09-29 16:27:21.823,-738.8633,1.305,-799.5731,0,342.9785,0,,mapLog:isScreenLocked+False,23,3,s,,navigation,s_to_Migros,3.0,0.0,0.0,0.6680248648067335,91.97431741969898
36095,50362,50362,2023-09-29 16:27:48.285,-738.5781,1.304999,-779.4597,0,4.511563,0,,mapLog:isScreenLocked+False,23,3,s,,navigation,s_to_Coffee Corner,4.0,0.0,0.0,1.1101014232942483,19.58552549801244
36126,50393,50393,2023-09-29 16:28:03.184,-749.9421,1.155,-744.8503,0,278.3883,0,,mapLog:isScreenLocked+False,23,3,s,,navigation,s_to_Coffee Corner,4.0,0.0,0.0,1.193010578326911,61.56515371125479
36152,50419,50419,2023-09-29 16:28:14.841,-772.6641,1.305,-745.1471,0,262.8829,0,,mapLog:isScreenLocked+False,23,3,s,,navigation,s_to_Coffee Corner,4.0,0.0,0.0,0.1693962219176674,84.86074022066117
36198,50465,50465,2023-09-29 16:28:37.220,-816.1464,1.305,-747.4049,0,252.6604,0,,mapLog:isScreenLocked+False,23,3,s,,navigation,s_to_Coffee Corner,4.0,0.0,0.0,0.3876622370052756,129.3615360489209
36233,50650,50650,2023-09-29 16:34:13.766,-1260.578,1.304999,-931.9408,0,162.3321,0,,mapLog:isScreenLocked+False,23,4,w,,navigation,w_to_Dolphin Hotel,1.0,0.0,0.0,0.0,2.302422261182794
36357,50774,50774,2023-09-29 16:35:17.423,-1261.607,1.305001,-1047.468,0,178.8692,0,,mapLog:isScreenLocked+False,23,4,w,,navigation,w_to_Dolphin Hotel,1.0,0.0,0.0,0.1334053971923229,134.3328986822387
36404,50821,50821,2023-09-29 16:35:40.554,-1261.89,1.305007,-1077.491,0,182.5702,0,,mapLog:isScreenLocked+False,23,4,w,,navigation,w_to_Dolphin Hotel,1.0,0.0,0.0,0.2343266950220649,176.7573292341942
36442,50859,50859,2023-09-29 16:35:59.120,-1261.003,1.30501,-1123.061,0,160.1895,0,,mapLog:isScreenLocked+False,23,4,w,,navigation,w_to_Dolphin Hotel,1.0,0.0,0.0,0.612016339651123,225.85006256278152
36481,50938,50938,2023-09-29 16:36:28.887,-1250.029,1.155,-1123.78,0,82.39154,0,,mapLog:isScreenLocked+False,23,4,w,,navigation,w_to_Coffastíc,2.0,0.0,0.0,1.3528939352365168,14.88401898771517
36553,51010,51010,2023-09-29 16:37:05.257,-1238.434,1.304999,-1050.606,0,358.0998,0,,mapLog:isScreenLocked+False,23,4,w,,navigation,w_to_Coffastíc,2.0,0.0,0.0,1.0815664565803609,102.0168633985437
36582,51039,51039,2023-09-29 16:37:18.531,-1235.354,1.301041,-1016.71,0,6.939339,0,,mapLog:isScreenLocked+False,23,4,w,,navigation,w_to_Coffastíc,2.0,0.0,0.0,0.1502065244921154,136.4660400404594
36605,51062,51062,2023-09-29 16:37:29.535,-1234.433,1.295126,-983.8374,0,355.2546,0,,mapLog:isScreenLocked+False,23,4,w,,navigation,w_to_Coffastíc,2.0,0.0,0.0,1.410296550375183,169.45838748108034
36642,51099,51099,2023-09-29 16:37:47.082,-1226.459,1.301849,-942.0953,0,96.47174,0,,mapLog:isScreenLocked+False,23,4,w,,navigation,w_to_Coffastíc,2.0,0.0,0.0,0.3939803167671364,218.1686869856836
36666,51123,51123,2023-09-29 16:37:58.234,-1193.923,1.304999,-942.6212,0,81.10456,0,,mapLog:isScreenLocked+False,23,4,w,,navigation,w_to_Coffastíc,2.0,0.0,0.0,0.7202045265061695,251.1628163136688
36691,51148,51148,2023-09-29 16:38:09.921,-1167.097,1.318865,-944.5054,0,90.97733,0,,mapLog:isScreenLocked+False,23,4,w,,navigation,w_to_Coffastíc,2.0,0.0,0.0,0.7466353594627361,278.8643909744676
36731,51188,51188,2023-09-29 16:38:29.507,-1159.579,1.304999,-963.548,0,203.4264,0,,mapLog:isScreenLocked+False,23,4,w,,navigation,w_to_Coffastíc,2.0,0.0,0.0,0.3719744614889442,312.35506415150303
36761,51218,51218,2023-09-29 16:38:43.364,-1163.12,1.305019,-998.6619,0,182.9724,0,,mapLog:isScreenLocked+False,23,4,w,,navigation,w_to_Coffastíc,2.0,0.0,0.0,0.150199999999927,348.3372704924321
36802,51259,51259,2023-09-29 16:39:03.483,-1154.276,1.305,-1032.38,0,157.3027,0,,mapLog:isScreenLocked+False,23,4,w,,navigation,w_to_Coffastíc,2.0,0.0,0.0,0.1489328707840597,389.2527121053786
36831,51288,51288,2023-09-29 16:39:17.429,-1119.713,1.305002,-1044.758,0,104.3699,0,,mapLog:isScreenLocked+False,23,4,w,,navigation,w_to_Coffastíc,2.0,0.0,0.0,0.3057858727934411,427.3191277512423
36856,51313,51313,2023-09-29 16:39:29.221,-1088.405,1.305,-1043.748,0,89.51685,0,,mapLog:isScreenLocked+False,23,4,w,,navigation,w_to_Coffastíc,2.0,0.0,0.0,0.5410231048670047,459.2439329125416
36912,51369,51369,2023-09-29 16:39:57.410,-1069.325,1.305001,-1020.797,0,278.6644,0,,mapLog:isScreenLocked+False,23,4,w,,navigation,w_to_Coffastíc,2.0,0.0,0.0,0.5504988646672712,512.6574742467504
36944,51437,51437,2023-09-29 16:40:23.214,-1064.825,1.155,-1023.795,0,84.66273,0,,mapLog:isScreenLocked+False,23,4,w,,navigation,w_to_Globe,3.0,0.0,0.0,1.529180826455654,6.326604802816396
36979,51472,51472,2023-09-29 16:40:39.854,-1023.89,1.304999,-1023.339,0,93.10751,0,,mapLog:isScreenLocked+False,23,4,w,,navigation,w_to_Globe,3.0,0.0,0.0,1.1981055880013527,47.9457654063136
37013,51506,51506,2023-09-29 16:40:56.005,-982.2358,1.305,-1020.99,0,99.7752,0,,mapLog:isScreenLocked+False,23,4,w,,navigation,w_to_Globe,3.0,0.0,0.0,0.9295002097901752,90.16499272234046
37083,51576,51576,2023-09-29 16:41:31.059,-962.9023,1.305,-964.0824,0,358.8138,0,,mapLog:isScreenLocked+False,23,4,w,,navigation,w_to_Globe,3.0,0.0,0.0,0.2692561791305368,169.59953508008087
37183,51709,51709,2023-09-29 16:42:30.149,-962.4057,1.305,-897.9176,0,9.096954,0,,mapLog:isScreenLocked+False,23,4,w,,navigation,w_to_Migros,4.0,0.0,0.0,0.651280292961487,51.318075918415246
37224,51750,51750,2023-09-29 16:42:49.790,-963.8883,1.319407,-860.3124,0,354.0877,0,,mapLog:isScreenLocked+False,23,4,w,,navigation,w_to_Migros,4.0,0.0,0.0,0.1544403120949702,90.9090836997398
37251,51777,51777,2023-09-29 16:43:02.412,-960.5661,1.305019,-829.9497,0,353.0479,0,,mapLog:isScreenLocked+False,23,4,w,,navigation,w_to_Migros,4.0,0.0,0.0,0.0524137386569195,123.3975711473762
37277,51803,51803,2023-09-29 16:43:14.681,-961.985,1.305,-821.6263,0,352.1111,0,,mapLog:isScreenLocked+False,23,4,w,,navigation,w_to_Migros,4.0,0.0,0.0,1.0781391375884808,137.69833769477546
37341,51867,51867,2023-09-29 16:43:46.772,-975.7484,1.304999,-792.8051,0,247.3533,0,,mapLog:isScreenLocked+False,23,4,w,,navigation,w_to_Migros,4.0,0.0,0.0,0.7946087968302233,189.9859146817078
37457,52113,52113,2023-10-03 14:35:22.945,-1160.529,1.304999,-959.4165,0,203.5082,0,,mapLog:isScreenLocked+False,24,1,w,,navigation,w_to_Coop,1.0,0.0,0.0,0.4123189178294602,115.46696103987358
37730,52428,52428,2023-10-03 14:37:50.158,-962.8174,1.305,-939.2394,0,358.0397,0,,mapLog:isScreenLocked+False,24,1,w,,navigation,w_to_Globe,2.0,0.0,0.0,1.5097027124569424,325.87632578426025
37859,52604,52604,2023-10-03 14:39:08.166,-835.6489,1.305,-947.7335,0,103.8721,0,,mapLog:isScreenLocked+False,24,1,w,,navigation,w_to_Sweethart Coffee & Cake,3.0,0.0,0.0,0.8395639106107071,133.46767997304823
37910,52736,52736,2023-10-03 14:39:53.767,-832.8149,1.155,-940.8499,0,12.75699,0,,mapLog:isScreenLocked+False,24,1,w,,navigation,w_to_Al Forno,4.0,0.0,0.0,0.2094497553112931,7.3934429145731775
38026,52852,52852,2023-10-03 14:40:52.221,-748.5276,1.305,-839.2129,0,88.95937,0,,mapLog:isScreenLocked+False,24,1,w,,navigation,w_to_Al Forno,4.0,0.0,0.0,1.3478945433527385,170.82063525832487
38155,53082,53082,2023-10-03 14:54:19.457,-517.6332,1.305,-618.8218,0,100.3075,0,,mapLog:isScreenLocked+False,24,2,n,,navigation,n_to_The Buttercup,1.0,0.0,0.0,0.6275890693757871,137.93256987303272
38190,53117,53117,2023-10-03 14:54:35.787,-490.7014,1.305,-648.7637,0,159.1064,0,,mapLog:isScreenLocked+False,24,2,n,,navigation,n_to_The Buttercup,1.0,0.0,0.0,0.871147335414649,182.4055291414064
38269,53243,53243,2023-10-03 14:55:26.838,-543.7715,1.411844,-615.9948,0,295.6367,0,,mapLog:isScreenLocked+False,24,2,n,,navigation,n_to_Star Moon Hotel,2.0,0.0,0.0,0.5699970964837889,63.58863355819963
38319,53332,53332,2023-10-03 14:55:59.321,-574.7096,1.155,-606.0353,0,280.5345,0,,mapLog:isScreenLocked+False,24,2,n,,navigation,n_to_Kiosk,3.0,0.0,0.0,1.409451879277963,31.27825573845427
38407,53420,53420,2023-10-03 14:56:42.808,-698.5988,1.305,-579.1558,0,268.1103,0,,mapLog:isScreenLocked+False,24,2,n,,navigation,n_to_Kiosk,3.0,0.0,0.0,1.1094907165000916,161.60694464124074
38445,53458,53458,2023-10-03 14:56:59.275,-727.0078,1.305,-594.2665,0,181.0724,0,,mapLog:isScreenLocked+False,24,2,n,,navigation,n_to_Kiosk,3.0,0.0,0.0,0.119920181787637,196.6770912820248
38469,53482,53482,2023-10-03 14:57:10.203,-727.4425,1.305,-617.6987,0,181.0724,0,,mapLog:isScreenLocked+False,24,2,n,,navigation,n_to_Kiosk,3.0,0.0,0.0,0.2025356511826847,220.11332605663924
38585,53598,53598,2023-10-03 14:58:07.691,-684.2538,1.305,-717.9028,0,179.2252,0,,mapLog:isScreenLocked+False,24,2,n,,navigation,n_to_Kiosk,3.0,0.0,0.0,0.186716737332223,340.9400517623927
38626,53639,53639,2023-10-03 14:58:27.192,-663.0395,1.305,-756.8962,0,181.099,0,,mapLog:isScreenLocked+False,24,2,n,,navigation,n_to_Kiosk,3.0,0.0,0.0,0.3303563227788695,386.4450174915965
38689,53702,53702,2023-10-03 14:58:58.084,-690.1037,1.304999,-836.6182,0,217.9104,0,,mapLog:isScreenLocked+False,24,2,n,,navigation,n_to_Kiosk,3.0,0.0,0.0,0.3263533361251869,476.2981674615706
38757,53800,53800,2023-10-03 14:59:38.197,-646.3674,1.305,-811.4448,0,61.82568,0,,mapLog:isScreenLocked+False,24,2,n,,navigation,n_to_Oriental Town,4.0,0.0,0.0,0.6895660446976679,53.82256176592408
38794,53955,53955,2023-10-03 14:44:27.537,60.40974,1.304999,-949.1417,0,270.9636,0,,mapLog:isScreenLocked+False,24,3,e,,navigation,e_to_Dragon,1.0,0.0,0.0,0.0024099999999975,0.8262998727996296
38937,54098,54098,2023-10-03 14:45:41.279,-37.86301,1.304997,-1037.745,0,180.478,0,,mapLog:isScreenLocked+False,24,3,e,,navigation,e_to_Dragon,1.0,0.0,0.0,1.3560369464361897,189.5268348657782
39109,54320,54320,2023-10-03 14:47:25.656,-162.8809,1.305,-991.7677,0,12.83549,0,,mapLog:isScreenLocked+False,24,3,e,,navigation,e_to_Kiosk,2.0,0.0,0.0,1.6160313022959043,178.9328093377369
39224,54473,54473,2023-10-03 14:48:31.257,-174.6988,1.305,-1044.686,0,256.9056,0,,mapLog:isScreenLocked+False,24,3,e,,navigation,e_to_Migros,3.0,0.0,0.0,0.9643994245124788,75.45293147908208
39373,54656,54656,2023-10-03 14:49:56.325,-271.1707,1.305,-1017.404,0,324.6125,0,,mapLog:isScreenLocked+False,24,3,e,,navigation,e_to_Café Anna-Rosa,4.0,0.0,0.0,0.0530679752770245,123.50915028304532
39485,54919,54919,2023-10-03 14:21:38.693,-661.7737,1.304999,-1205.424,0,344.4673,0,,mapLog:isScreenLocked+False,24,4,s,,navigation,s_to_Green Hotel,1.0,0.0,0.0,0.9499050531500156,85.72009112828631
39604,55112,55112,2023-10-03 14:23:03.128,-730.0098,1.304999,-1143.524,0,295.8809,0,,mapLog:isScreenLocked+False,24,4,s,,navigation,s_to_Family Café,2.0,0.0,0.0,0.1927141925235715,127.81378199896196
39719,55227,55227,2023-10-03 14:24:01.814,-723.2765,1.304999,-1040.787,0,112.9133,0,,mapLog:isScreenLocked+False,24,4,s,,navigation,s_to_Family Café,2.0,0.0,0.0,0.4200442357656579,254.76731933955816
39871,55469,55469,2023-10-03 14:25:50.175,-841.9997,1.305,-1016.936,0,341.9139,0,,mapLog:isScreenLocked+False,24,4,s,,navigation,s_to_Einstein,3.0,0.0,0.0,0.0410468025551107,139.6736830207225
39899,55497,55497,2023-10-03 14:26:03.336,-843.0524,1.305,-992.0868,0,13.40768,0,,mapLog:isScreenLocked+False,24,4,s,,navigation,s_to_Einstein,3.0,0.0,0.0,0.2501784363208885,165.83589466512294
40018,55616,55616,2023-10-03 14:27:05.314,-783.4201,1.305,-906.4451,0,59.9619,0,,mapLog:isScreenLocked+False,24,4,s,,navigation,s_to_Einstein,3.0,0.0,0.0,1.4200880430451854,288.5910395923779
40180,55817,55817,2023-10-03 14:28:40.443,-739.1161,1.304999,-799.5499,0,18.6533,0,,mapLog:isScreenLocked+False,24,4,s,,navigation,s_to_Migros,4.0,0.0,0.0,0.5273792658040581,156.42778718004195
40294,56109,56109,2023-10-03 16:15:45.926,-37.20766,1.305,-909.7848,0,355.8072,0,,mapLog:isScreenLocked+False,25,1,e,,navigation,e_to_Coop,1.0,0.0,0.0,0.0598575442196091,122.61461252490754
40351,56166,56166,2023-10-03 16:16:13.921,-34.5295,1.305,-827.2073,0,14.03267,0,,mapLog:isScreenLocked+False,25,1,e,,navigation,e_to_Coop,1.0,0.0,0.0,1.1027876876806213,206.1488657655251
40453,56347,56347,2023-10-03 16:17:31.065,-39.57527,1.155,-924.7838,0,187.9843,0,,mapLog:isScreenLocked+False,25,1,e,,navigation,e_to_Dragon,2.0,0.0,0.0,0.5713242000826361,98.73769699962256
40530,56424,56424,2023-10-03 16:18:08.605,-39.75551,1.304998,-1036.82,0,183.594,0,,mapLog:isScreenLocked+False,25,1,e,,navigation,e_to_Dragon,2.0,0.0,0.0,0.1783231137569065,211.52731784613405
40614,56544,56544,2023-10-03 16:18:59.427,-113.9113,1.305,-1018.915,0,273.2321,0,,mapLog:isScreenLocked+False,25,1,e,,navigation,e_to_Cafécity,3.0,0.0,0.0,1.0733146043914588,77.54379983672021
40685,56650,56650,2023-10-03 16:19:44.417,-115.2108,1.304999,-1044.825,0,257.3427,0,,mapLog:isScreenLocked+False,25,1,e,,navigation,e_to_Uncle Sammy,4.0,0.0,0.0,0.1945173514111459,46.97829190670432
40851,56951,56951,2023-10-03 16:25:48.824,-702.8575,1.305,-1121.636,0,270.2566,0,,mapLog:isScreenLocked+False,25,2,s,,navigation,s_to_Family Café,1.0,0.0,0.0,1.5284160297509823,192.73161143607703
40944,57044,57044,2023-10-03 16:26:34.520,-722.2682,1.304999,-1040.899,0,112.3235,0,,mapLog:isScreenLocked+False,25,2,s,,navigation,s_to_Family Café,1.0,0.0,0.0,0.0866314607980037,329.1903269670383
41033,57170,57170,2023-10-03 16:27:24.975,-738.4431,1.305,-1105.481,0,175.8534,0,,mapLog:isScreenLocked+False,25,2,s,,navigation,s_to_Hotel Royal,2.0,0.0,0.0,1.1390646382009837,88.43519730933818
41089,57226,57226,2023-10-03 16:27:48.759,-685.1129,1.305,-1121.855,0,71.81303,0,,mapLog:isScreenLocked+False,25,2,s,,navigation,s_to_Hotel Royal,2.0,0.0,0.0,0.0639100148646432,159.6400189300238
41163,57340,57340,2023-10-03 16:28:33.631,-745.7501,1.305,-1143.994,0,274.0339,0,,mapLog:isScreenLocked+False,25,2,s,,navigation,s_to_Kiosk,3.0,0.0,0.0,1.1423349596331047,81.26144844576774
41206,57429,57429,2023-10-03 16:29:05.869,-762.7847,1.305,-1108.878,0,350.944,0,,mapLog:isScreenLocked+False,25,2,s,,navigation,s_to_Colonial Church,4.0,0.0,0.0,1.216923991052858,41.287377272740834
41250,57576,57576,2023-10-03 16:33:10.212,-583.7458,1.305,-521.792,0,235.6956,0,,mapLog:isScreenLocked+False,25,3,n,,navigation,n_to_Factory Gallery,1.0,0.0,0.0,0.7663372756169913,3.3426788366675897
41338,57664,57664,2023-10-03 16:33:56.504,-614.5035,1.441515,-625.5834,0,207.6192,0,,mapLog:isScreenLocked+False,25,3,n,,navigation,n_to_Factory Gallery,1.0,0.0,0.0,0.0,118.1247176556372
41380,57706,57706,2023-10-03 16:34:17.298,-647.1952,1.155,-626.1854,0,283.4672,0,,mapLog:isScreenLocked+False,25,3,n,,navigation,n_to_Factory Gallery,1.0,0.0,0.0,0.248320538820276,154.3162451169449
41428,57754,57754,2023-10-03 16:34:38.693,-702.4033,1.305,-617.5361,0,271.7259,0,,mapLog:isScreenLocked+False,25,3,n,,navigation,n_to_Factory Gallery,1.0,0.0,0.0,0.8498916930996948,210.6475909448013
41522,57894,57894,2023-10-03 16:35:38.295,-793.4897,1.304999,-621.9128,0,282.838,0,,mapLog:isScreenLocked+False,25,3,n,,navigation,n_to_Kiosk,2.0,0.0,0.0,1.003327553693207,97.96367349365843
41594,57966,57966,2023-10-03 16:36:13.761,-836.5433,1.305,-655.0487,0,194.6317,0,,mapLog:isScreenLocked+False,25,3,n,,navigation,n_to_Kiosk,2.0,0.0,0.0,0.0,172.0344013591552
41705,58077,58077,2023-10-03 16:37:11.192,-849.2583,1.270968,-731.5175,0,250.6073,0,,mapLog:isScreenLocked+False,25,3,n,,navigation,n_to_Kiosk,2.0,0.0,0.0,1.303683167030947,260.63493317429806
41763,58175,58175,2023-10-03 16:37:50.397,-861.4503,1.304999,-693.5507,0,342.408,0,,mapLog:isScreenLocked+False,25,3,n,,navigation,n_to_Coop,3.0,0.0,0.0,0.6796791081090543,40.088304381738105
41849,58261,58261,2023-10-03 16:38:34.022,-916.329,1.304999,-619.2516,0,282.7365,0,,mapLog:isScreenLocked+False,25,3,n,,navigation,n_to_Coop,3.0,0.0,0.0,0.142119140160568,155.63417598999274
41947,58398,58398,2023-10-03 16:39:36.136,-969.3053,1.306,-711.033,0,229.3661,0,,mapLog:isScreenLocked+False,25,3,n,,navigation,n_to_Sofa Sugar,4.0,0.0,0.0,0.1088699223844534,126.4840372082498
42037,58608,58608,2023-10-03 16:46:01.082,-1263.844,1.495642,-997.4626,0,160.1154,0,,mapLog:isScreenLocked+False,25,4,w,,navigation,w_to_Dolphin Hotel,1.0,0.0,0.0,0.2941257554175135,66.49162411477901
42092,58663,58663,2023-10-03 16:46:28.604,-1261.31,1.305022,-1058.237,0,189.2554,0,,mapLog:isScreenLocked+False,25,4,w,,navigation,w_to_Dolphin Hotel,1.0,0.0,0.0,0.5588819195501264,131.32716718844287
42173,58744,58744,2023-10-03 16:47:09.255,-1257.996,1.305058,-1126.496,0,195.3943,0,,mapLog:isScreenLocked+False,25,4,w,,navigation,w_to_Dolphin Hotel,1.0,0.0,0.0,0.7560952320972097,212.6431470093514
42208,58804,58804,2023-10-03 16:47:29.920,-1255.454,1.155,-1120.656,0,70.22832,0,,mapLog:isScreenLocked+False,25,4,w,,navigation,w_to_Coffastíc,2.0,0.0,0.0,0.1337946187258687,6.865749275296899
42383,58979,58979,2023-10-03 16:48:59.587,-1196.473,1.304999,-920.2278,0,95.73906,0,,mapLog:isScreenLocked+False,25,4,w,,navigation,w_to_Coffastíc,2.0,0.0,0.0,1.111747457833829,248.7625393978472
