,Unnamed: 0.1,Unnamed: 0,DateTime,posX,posY,posZ,rotX,rotY,rotZ,taskState,mapInteractions,participant,scenario,start_point,state,phase,routename,taskId,planning_distance,navigation_distance,navigating_distance,cumulativeDistance
41,159,159,2023-09-22 15:02:50.036,-596.4622,1.155,-525.9709,0,225.3121,0,,mapLog:isScreenLocked+False,10,1,n,,navigation,n_to_Coop,1.0,0.0,0.0,1.3428098189990314,18.625300141193318
66,184,184,2023-09-22 15:03:01.079,-609.9817,1.305,-555.4648,0,185.2499,0,,mapLog:isScreenLocked+False,10,1,n,,navigation,n_to_Coop,1.0,0.0,0.0,0.2697982950279622,51.728787774598445
90,208,208,2023-09-22 15:03:12.529,-611.5901,1.304999,-582.6856,0,208.8695,0,,mapLog:isScreenLocked+False,10,1,n,,navigation,n_to_Coop,1.0,0.0,0.0,1.22056644227179,79.49238102155269
116,234,234,2023-09-22 15:03:24.022,-633.3285,1.304999,-598.2454,0,239.306,0,,mapLog:isScreenLocked+False,10,1,n,,navigation,n_to_Coop,1.0,0.0,0.0,0.2402380486101238,106.56021917128167
141,259,259,2023-09-22 15:03:35.474,-646.8471,1.304999,-617.6857,0,187.9738,0,,mapLog:isScreenLocked+False,10,1,n,,navigation,n_to_Coop,1.0,0.0,0.0,0.4474165955795008,131.2776771136572
167,285,285,2023-09-22 15:03:47.842,-647.1002,1.305,-650.4045,0,158.554,0,,mapLog:isScreenLocked+False,10,1,n,,navigation,n_to_Coop,1.0,0.0,0.0,1.217747137134758,164.39425953174307
194,312,312,2023-09-22 15:03:59.953,-622.9351,1.304999,-676.0321,0,111.7548,0,,mapLog:isScreenLocked+False,10,1,n,,navigation,n_to_Coop,1.0,0.0,0.0,0.2802892969772321,200.65310377293747
221,339,339,2023-09-22 15:04:12.440,-611.9946,1.305,-692.4465,0,183.6752,0,,mapLog:isScreenLocked+False,10,1,n,,navigation,n_to_Coop,1.0,0.0,0.0,0.584092201625729,222.94159323260791
246,364,364,2023-09-22 15:04:23.868,-614.8488,1.305,-718.7622,0,223.1535,0,,mapLog:isScreenLocked+False,10,1,n,,navigation,n_to_Coop,1.0,0.0,0.0,0.5858288572612266,249.6486456118196
274,392,392,2023-09-22 15:04:36.432,-642.5121,1.305,-720.4347,0,277.9185,0,,mapLog:isScreenLocked+False,10,1,n,,navigation,n_to_Coop,1.0,0.0,0.0,0.4982755964323449,278.0493732690434
326,477,477,2023-09-22 15:05:11.111,-693.1126,1.305,-720.1526,0,266.934,0,,mapLog:isScreenLocked+False,10,1,n,,navigation,n_to_Factory museum,2.0,0.0,0.0,0.1200706875136763,30.530519448406327
351,502,502,2023-09-22 15:05:22.330,-726.2435,1.305,-721.3711,0,266.934,0,,mapLog:isScreenLocked+False,10,1,n,,navigation,n_to_Factory museum,2.0,0.0,0.0,0.2099935713301668,63.81156120373138
394,545,545,2023-09-22 15:05:43.214,-782.7231,1.304999,-722.2142,0,285.8623,0,,mapLog:isScreenLocked+False,10,1,n,,navigation,n_to_Factory museum,2.0,0.0,0.0,1.110137095137418,121.19121175909537
424,575,575,2023-09-22 15:05:57.074,-823.7261,1.410844,-715.838,0,270.3229,0,,mapLog:isScreenLocked+False,10,1,n,,navigation,n_to_Factory museum,2.0,0.0,0.0,1.1090000991884024,162.75047435066344
479,654,654,2023-09-22 15:06:28.753,-823.5748,1.305,-744.8018,0,104.1702,0,,mapLog:isScreenLocked+False,10,1,n,,navigation,n_to_Coffee Corner,3.0,0.0,0.0,0.467756945432124,52.50278680312109
529,924,924,2023-09-22 14:33:30.677,49.56255,1.155,-934.2759,0,281.3101,0,,mapLog:isScreenLocked+False,10,2,e,,navigation,e_to_Cafécity,1.0,0.0,0.0,0.3052651183807298,21.395643571751037
572,967,967,2023-09-22 14:33:51.335,6.841705,1.304999,-945.051,0,273.2891,0,,mapLog:isScreenLocked+False,10,2,e,,navigation,e_to_Cafécity,1.0,0.0,0.0,0.0510718124311231,65.9942443304119
596,991,991,2023-09-22 14:34:02.143,-22.22934,1.304999,-943.4465,0,273.2891,0,,mapLog:isScreenLocked+False,10,2,e,,navigation,e_to_Cafécity,1.0,0.0,0.0,0.0898636906653632,95.10954994994678
621,1016,1016,2023-09-22 14:34:13.527,-37.86337,1.304999,-959.4159,0,179.1371,0,,mapLog:isScreenLocked+False,10,2,e,,navigation,e_to_Cafécity,1.0,0.0,0.0,0.4141564868500415,122.07442057972344
669,1064,1064,2023-09-22 14:34:34.106,-39.55894,1.304999,-1015.064,0,222.6977,0,,mapLog:isScreenLocked+False,10,2,e,,navigation,e_to_Cafécity,1.0,0.0,0.0,1.0525412809481065,178.41172332541072
696,1091,1091,2023-09-22 14:34:46.474,-72.90444,1.351468,-1019.539,0,268.9184,0,,mapLog:isScreenLocked+False,10,2,e,,navigation,e_to_Cafécity,1.0,0.0,0.0,1.198530764269313,212.8293605885198
721,1116,1116,2023-09-22 14:34:57.729,-105.68,1.305,-1020.221,0,268.9184,0,,mapLog:isScreenLocked+False,10,2,e,,navigation,e_to_Cafécity,1.0,0.0,0.0,0.6129599008091875,245.61202524993087
776,1203,1203,2023-09-22 14:35:30.675,-117.2026,1.155,-1035.635,0,100.2762,0,,mapLog:isScreenLocked+False,10,2,e,,navigation,e_to_Hotel Square,2.0,0.0,0.0,0.0409024449147052,20.147317660587024
800,1227,1227,2023-09-22 14:35:41.477,-89.27156,1.155,-1028.646,0,69.20219,0,,mapLog:isScreenLocked+False,10,2,e,,navigation,e_to_Hotel Square,2.0,0.0,0.0,0.6889189009600484,49.22974771946387
833,1260,1260,2023-09-22 14:35:56.619,-60.70799,1.304999,-1003.506,0,339.4471,0,,mapLog:isScreenLocked+False,10,2,e,,navigation,e_to_Hotel Square,2.0,0.0,0.0,0.1410534593691923,93.57687366848327
858,1285,1285,2023-09-22 14:36:07.940,-62.60974,1.305131,-979.7034,0,3.400945,0,,mapLog:isScreenLocked+False,10,2,e,,navigation,e_to_Hotel Square,2.0,0.0,0.0,0.6291486310881185,117.825256633884
882,1309,1309,2023-09-22 14:36:18.879,-60.64034,1.304999,-947.1335,0,3.400945,0,,mapLog:isScreenLocked+False,10,2,e,,navigation,e_to_Hotel Square,2.0,0.0,0.0,1.4013602138279166,150.45464406374074
915,1374,1374,2023-09-22 14:36:41.765,-61.60702,1.304999,-909.2037,0,352.9645,0,,mapLog:isScreenLocked+False,10,2,e,,navigation,e_to_Kiosk,3.0,0.0,0.0,1.4678197689430583,31.801221729269425
952,1411,1411,2023-09-22 14:36:56.583,-62.41255,1.304999,-865.3046,0,4.316067,0,,mapLog:isScreenLocked+False,10,2,e,,navigation,e_to_Kiosk,3.0,0.0,0.0,1.4996416008166047,75.90510502510773
983,1442,1442,2023-09-22 14:37:10.627,-59.09399,1.155,-823.2886,0,4.727361,0,,mapLog:isScreenLocked+False,10,2,e,,navigation,e_to_Kiosk,3.0,0.0,0.0,0.120017332081654,118.05221272394708
1013,1472,1472,2023-09-22 14:37:24.847,-45.37148,1.155,-796.9969,0,86.54996,0,,mapLog:isScreenLocked+False,10,2,e,,navigation,e_to_Kiosk,3.0,0.0,0.0,1.2608625194286671,151.51554133746603
1054,1602,1602,2023-09-22 14:38:05.971,-42.51777,1.155,-806.9584,0,222.8951,0,,mapLog:isScreenLocked+False,10,2,e,,navigation,e_to_Chinese Town,4.0,0.0,0.0,0.3335016665625037,11.9996753039501
1079,1627,1627,2023-09-22 14:38:17.090,-63.37696,1.305,-819.9724,0,268.5023,0,,mapLog:isScreenLocked+False,10,2,e,,navigation,e_to_Chinese Town,4.0,0.0,0.0,0.0656920002740039,37.28385527205818
1104,1652,1652,2023-09-22 14:38:28.496,-94.30073,0.2970959,-820.8348,0,268.5023,0,,mapLog:isScreenLocked+False,10,2,e,,navigation,e_to_Chinese Town,4.0,0.0,0.0,0.1797023842357157,68.21966774846699
1128,1676,1676,2023-09-22 14:38:39.299,-115.2082,-0.1214952,-820.2067,0,286.1497,0,,mapLog:isScreenLocked+False,10,2,e,,navigation,e_to_Chinese Town,4.0,0.0,0.0,0.0724165726888878,89.69348064523912
1152,1700,1700,2023-09-22 14:38:50.524,-144.8622,-0.1064224,-817.111,0,279.9602,0,,mapLog:isScreenLocked+False,10,2,e,,navigation,e_to_Chinese Town,4.0,0.0,0.0,0.7795809771922326,119.66642232761204
1175,1723,1723,2023-09-22 14:39:01.255,-174.9234,-0.1453775,-819.6003,0,264.4617,0,,mapLog:isScreenLocked+False,10,2,e,,navigation,e_to_Chinese Town,4.0,0.0,0.0,1.6131171439173038,150.17226378837165
1201,1749,1749,2023-09-22 14:39:12.962,-206.3817,0.3327023,-820.3374,0,279.0802,0,,mapLog:isScreenLocked+False,10,2,e,,navigation,e_to_Chinese Town,4.0,0.0,0.0,0.4252373690069873,181.8261512623972
1234,1782,1782,2023-09-22 14:39:28.405,-237.1695,1.155,-831.1097,0,193.0599,0,,mapLog:isScreenLocked+False,10,2,e,,navigation,e_to_Chinese Town,4.0,0.0,0.0,0.0706586866563568,220.2053928318552
1258,1806,1806,2023-09-22 14:39:39.176,-240.726,1.304999,-854.2166,0,180.5283,0,,mapLog:isScreenLocked+False,10,2,e,,navigation,e_to_Chinese Town,4.0,0.0,0.0,0.1375071270879484,243.6964870171905
1282,1830,1830,2023-09-22 14:39:50.081,-239.694,1.304999,-875.3888,0,184.7205,0,,mapLog:isScreenLocked+False,10,2,e,,navigation,e_to_Chinese Town,4.0,0.0,0.0,0.7515865153126846,265.0636496394129
1311,1859,1859,2023-09-22 14:40:03.338,-238.7145,1.305,-912.458,0,177.1407,0,,mapLog:isScreenLocked+False,10,2,e,,navigation,e_to_Chinese Town,4.0,0.0,0.0,0.4224026159956243,302.1892749760167
1356,2089,2089,2023-09-22 14:47:41.012,-600.2593,1.306,-1214.065,0,1.020007,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Dude,1.0,0.0,0.0,0.5310867725710606,28.59273256743564
1380,2113,2113,2023-09-22 14:47:52.083,-601.3611,1.306,-1185.52,0,1.020007,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Dude,1.0,0.0,0.0,1.525616911285358,57.63663725023976
1408,2141,2141,2023-09-22 14:48:05.045,-601.2223,1.30501,-1150.932,0,1.020007,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Dude,1.0,0.0,0.0,0.5878649930043575,92.87677204171318
1452,2185,2185,2023-09-22 14:48:26.757,-612.7879,1.305,-1127.898,0,244.8076,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Dude,1.0,0.0,0.0,0.3876669188878806,129.4373727954338
1506,2393,2393,2023-09-22 14:49:44.153,-647.9611,1.155,-1148.623,0,96.27206,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Kiosk,2.0,0.0,0.0,0.6471725890364168,24.32636991146895
1537,2424,2424,2023-09-22 14:49:59.149,-631.5587,1.198146,-1142.483,0,89.15758,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Kiosk,2.0,0.0,0.0,0.0140801278404479,44.832076102451246
1562,2449,2449,2023-09-22 14:50:10.690,-631.7581,1.305,-1159.027,0,182.656,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Kiosk,2.0,0.0,0.0,0.6304016576755959,61.5219998138078
1587,2474,2474,2023-09-22 14:50:22.447,-640.3864,1.304999,-1183.784,0,204.6828,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Kiosk,2.0,0.0,0.0,1.1112825923230103,88.2928760955017
1630,2517,2517,2023-09-22 14:50:43.158,-621.4571,1.155,-1226.815,0,100.5208,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Kiosk,2.0,0.0,0.0,0.5997734238860954,145.38773545917667
1655,2542,2542,2023-09-22 14:50:55.108,-593.7598,1.155,-1225.674,0,78.49558,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Kiosk,2.0,0.0,0.0,1.4709762914472135,173.4106024569124
1685,2572,2572,2023-09-22 14:51:08.986,-562.504,1.305,-1217.948,0,56.91858,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Kiosk,2.0,0.0,0.0,0.884932765807638,206.32105573009343
1711,2598,2598,2023-09-22 14:51:20.874,-560.1395,1.305,-1204.16,0,359.6367,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Kiosk,2.0,0.0,0.0,0.5800082844235207,221.8013675222149
1760,2647,2647,2023-09-22 14:51:44.869,-560.5987,1.305,-1193.684,0,4.328721,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Kiosk,2.0,0.0,0.0,0.0,232.62074198315412
1785,2672,2672,2023-09-22 14:51:56.098,-559.6644,1.304999,-1174.719,0,4.79825,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Kiosk,2.0,0.0,0.0,0.6000866604082641,252.1404541857412
1812,2699,2699,2023-09-22 14:52:09.089,-558.0354,1.304999,-1141.709,0,358.2787,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Kiosk,2.0,0.0,0.0,0.2772263335255597,285.7401830805036
1859,2793,2793,2023-09-22 14:52:43.452,-543.6943,1.155,-1129.744,0,113.0599,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Migros,3.0,0.0,0.0,1.4492088358825244,12.032615561695476
1884,2818,2818,2023-09-22 14:52:54.868,-551.9571,1.155,-1143.634,0,221.6251,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Migros,3.0,0.0,0.0,0.5202799727071059,32.163667788881206
1921,2855,2855,2023-09-22 14:53:12.876,-563.124,1.306464,-1165.707,0,185.5443,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Migros,3.0,0.0,0.0,0.7500004266665453,60.729938995603725
1945,2879,2879,2023-09-22 14:53:23.590,-562.1746,1.303384,-1189.214,0,185.5443,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Migros,3.0,0.0,0.0,0.1920012760374334,85.30006609661292
1980,2944,2944,2023-09-22 14:53:48.274,-553.7063,1.155,-1199.546,0,38.27336,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Apéro Café,4.0,0.0,0.0,0.0390184571709188,14.57075961307189
2004,2968,2968,2023-09-22 14:54:00.235,-554.4872,1.155,-1192.282,0,353.131,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Apéro Café,4.0,0.0,0.0,0.4955249741435563,23.663762145701064
2029,2993,2993,2023-09-22 14:54:11.633,-556.9368,1.155,-1171.804,0,353.4009,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Apéro Café,4.0,0.0,0.0,0.1248218330261336,44.28778734455272
2061,3025,3025,2023-09-22 14:54:27.110,-551.4575,1.155,-1136.697,0,43.97482,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Apéro Café,4.0,0.0,0.0,0.7498747162027982,81.57210578954725
2085,3049,3049,2023-09-22 14:54:38.488,-530.523,1.304998,-1121.036,0,92.78773,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Apéro Café,4.0,0.0,0.0,0.7800077179105581,108.17228721653473
2110,3074,3074,2023-09-22 14:54:49.962,-498.6921,1.304999,-1121.609,0,92.78773,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Apéro Café,4.0,0.0,0.0,0.6295152420712417,140.18308242599375
2148,3112,3112,2023-09-22 14:55:08.493,-458.5059,1.190802,-1114.209,0,19.85836,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Apéro Café,4.0,0.0,0.0,0.6952444246450326,184.80176178865185
2175,3139,3139,2023-09-22 14:55:21.257,-456.9355,1.155,-1093.466,0,2.301654,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Apéro Café,4.0,0.0,0.0,1.2789973612170007,206.8816595928545
2199,3163,3163,2023-09-22 14:55:32.147,-455.8335,1.155,-1065.496,0,2.301654,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Apéro Café,4.0,0.0,0.0,0.3192527055484015,234.8733616374537
2226,3190,3190,2023-09-22 14:55:44.745,-462.854,1.304999,-1043.381,0,287.9179,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Apéro Café,4.0,0.0,0.0,0.1617981458484577,259.555751244225
2250,3214,3214,2023-09-22 14:55:56.054,-480.1298,1.304999,-1042.063,0,271.2129,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Apéro Café,4.0,0.0,0.0,0.5487312274692959,278.4189016854993
2274,3238,3238,2023-09-22 14:56:07.388,-502.5549,1.296258,-1039.889,0,271.2129,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Apéro Café,4.0,0.0,0.0,0.4399136733496607,301.4696462556247
2299,3263,3263,2023-09-22 14:56:19.120,-535.1121,1.155,-1039.221,0,271.2129,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Apéro Café,4.0,0.0,0.0,1.2411158850003048,334.0337759536079
2388,3352,3352,2023-09-22 14:56:54.968,-563.0561,1.305,-1047.722,0,69.86602,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Apéro Café,4.0,0.0,0.0,0.0227059463577798,386.2550444611886
2416,3380,3380,2023-09-22 14:57:08.560,-546.1887,1.305,-1043.12,0,82.22279,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Apéro Café,4.0,0.0,0.0,0.1170015384516133,406.219981193369
2441,3405,3405,2023-09-22 14:57:19.802,-546.1857,1.347216,-1042.249,0,77.60906,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Apéro Café,4.0,0.0,0.0,0.1776281509221031,408.15896445828383
2469,3433,3433,2023-09-22 14:57:33.002,-533.7478,1.155,-1037.277,0,109.5673,0,,mapLog:isScreenLocked+False,10,3,s,,navigation,s_to_Apéro Café,4.0,0.0,0.0,0.2168046355593863,423.61700355628864
2524,3606,3606,2023-09-22 15:12:04.070,-1239.889,1.155,-921.2122,0,99.13686,0,,mapLog:isScreenLocked+False,10,4,w,,navigation,w_to_Bricks Hotel,1.0,0.0,0.0,1.645953899718961,24.68089411605328
2549,3631,3631,2023-09-22 15:12:15.764,-1205.653,1.155,-926.7385,0,99.13686,0,,mapLog:isScreenLocked+False,10,4,w,,navigation,w_to_Bricks Hotel,1.0,0.0,0.0,1.201186147106201,59.36083338405559
2580,3662,3662,2023-09-22 15:12:30.473,-1167.606,1.155,-925.4025,0,62.61292,0,,mapLog:isScreenLocked+False,10,4,w,,navigation,w_to_Bricks Hotel,1.0,0.0,0.0,0.3894681501740689,99.00045426858324
2626,3708,3708,2023-09-22 15:12:53.315,-1163.115,1.305,-874.7863,0,346.1497,0,,mapLog:isScreenLocked+False,10,4,w,,navigation,w_to_Bricks Hotel,1.0,0.0,0.0,1.0774914431214406,155.6348008658624
2680,3987,3987,2023-09-22 15:14:50.884,-1142.024,1.27069,-802.3885,0,106.3233,0,,mapLog:isScreenLocked+False,10,4,w,,navigation,w_to_Sofa Sugar,2.0,0.0,0.0,0.1645358319639327,25.635589263742425
2709,4016,4016,2023-09-22 15:15:05.076,-1136.369,1.31238,-795.921,0,51.36233,0,,mapLog:isScreenLocked+False,10,4,w,,navigation,w_to_Sofa Sugar,2.0,0.0,0.0,0.3179120790406834,38.36524287865625
2735,4042,4042,2023-09-22 15:15:17.179,-1114.932,1.305,-794.3884,0,92.03356,0,,mapLog:isScreenLocked+False,10,4,w,,navigation,w_to_Sofa Sugar,2.0,0.0,0.0,1.441963345581328,60.58012541454974
2760,4067,4067,2023-09-22 15:15:28.709,-1096.798,1.44765,-795.1748,0,81.95409,0,,mapLog:isScreenLocked+False,10,4,w,,navigation,w_to_Sofa Sugar,2.0,0.0,0.0,0.0118697093477579,81.72986210879623
2804,4111,4111,2023-09-22 15:15:50.467,-1050.751,1.155,-787.6218,0,90.45506,0,,mapLog:isScreenLocked+False,10,4,w,,navigation,w_to_Sofa Sugar,2.0,0.0,0.0,0.2100068808396891,133.81256160772654
2827,4134,4134,2023-09-22 15:16:01.493,-1017.642,1.155,-787.8911,0,90.45506,0,,mapLog:isScreenLocked+False,10,4,w,,navigation,w_to_Sofa Sugar,2.0,0.0,0.0,0.4490144318392896,166.92265680613266
2853,4160,4160,2023-09-22 15:16:13.750,-980.9008,1.155,-788.1904,0,90.45506,0,,mapLog:isScreenLocked+False,10,4,w,,navigation,w_to_Sofa Sugar,2.0,0.0,0.0,0.5095164962982089,203.665075891786
2876,4183,4183,2023-09-22 15:16:24.449,-957.748,1.155,-776.8407,0,0.2721652,0,,mapLog:isScreenLocked+False,10,4,w,,navigation,w_to_Sofa Sugar,2.0,0.0,0.0,0.3888032921671916,234.57800887021003
2900,4207,4207,2023-09-22 15:16:35.762,-954.7045,1.155,-743.2286,0,352.4893,0,,mapLog:isScreenLocked+False,10,4,w,,navigation,w_to_Sofa Sugar,2.0,0.0,0.0,0.9593218542283112,268.4792621216992
2930,4237,4237,2023-09-22 15:16:49.971,-970.0646,1.306,-709.338,0,309.576,0,,mapLog:isScreenLocked+False,10,4,w,,navigation,w_to_Sofa Sugar,2.0,0.0,0.0,0.6142022142585398,306.9067444650864
2963,4306,4306,2023-09-22 15:17:14.880,-972.6013,1.306001,-702.7302,0,124.32,0,,mapLog:isScreenLocked+False,10,4,w,,navigation,w_to_Globe,3.0,0.0,0.0,0.5489168425179701,11.019429345010067
3004,4347,4347,2023-09-22 15:17:34.746,-961.6658,1.304999,-728.4219,0,191.5546,0,,mapLog:isScreenLocked+False,10,4,w,,navigation,w_to_Globe,3.0,0.0,0.0,0.1021775904981043,41.15059676983476
3040,4383,4383,2023-09-22 15:17:52.575,-960.9272,1.155,-778.3002,0,165.1475,0,,mapLog:isScreenLocked+False,10,4,w,,navigation,w_to_Globe,3.0,0.0,0.0,0.96172100944093,92.82508565736444
3063,4406,4406,2023-09-22 15:18:03.383,-952.6107,1.155,-809.7062,0,165.1475,0,,mapLog:isScreenLocked+False,10,4,w,,navigation,w_to_Globe,3.0,0.0,0.0,1.502851386531581,125.31356083827946
3091,4434,4434,2023-09-22 15:18:16.280,-954.134,1.155,-848.5074,0,198.3746,0,,mapLog:isScreenLocked+False,10,4,w,,navigation,w_to_Globe,3.0,0.0,0.0,0.7191659891846788,164.90550323848768
3116,4459,4459,2023-09-22 15:18:27.481,-962.4014,1.304004,-873.5601,0,202.5951,0,,mapLog:isScreenLocked+False,10,4,w,,navigation,w_to_Globe,3.0,0.0,0.0,0.1569399885305888,193.1902724884689
3147,4490,4490,2023-09-22 15:18:42.415,-963.1214,1.306548,-901.7498,0,190.3319,0,,mapLog:isScreenLocked+False,10,4,w,,navigation,w_to_Globe,3.0,0.0,0.0,1.2998000000000047,225.8018217340024
3171,4514,4514,2023-09-22 15:18:53.422,-966.3813,1.336895,-929.1188,0,190.2469,0,,mapLog:isScreenLocked+False,10,4,w,,navigation,w_to_Globe,3.0,0.0,0.0,0.1314230192926625,253.96693784349125
3217,4592,4592,2023-09-22 15:19:24.805,-947.0659,1.155,-960.9977,0,351.2292,0,,mapLog:isScreenLocked+False,10,4,w,,navigation,w_to_Migros,4.0,0.0,0.0,1.5557480580093332,42.10766610731928
3247,4622,4622,2023-09-22 15:19:39.067,-961.0859,1.305,-920.9071,0,350.7744,0,,mapLog:isScreenLocked+False,10,4,w,,navigation,w_to_Migros,4.0,0.0,0.0,0.6883756242052671,84.747322282931
3272,4647,4647,2023-09-22 15:19:50.585,-960.5492,1.304999,-887.1721,0,6.960644,0,,mapLog:isScreenLocked+False,10,4,w,,navigation,w_to_Migros,4.0,0.0,0.0,0.658662417327679,118.75580499449084
3311,4686,4686,2023-09-22 15:20:09.307,-958.2683,1.304999,-858.5824,0,6.940001,0,,mapLog:isScreenLocked+False,10,4,w,,navigation,w_to_Migros,4.0,0.0,0.0,0.6872283827083886,152.02552136386
3338,4713,4713,2023-09-22 15:20:22.010,-956.7543,1.155,-833.5986,0,355.0579,0,,mapLog:isScreenLocked+False,10,4,w,,navigation,w_to_Migros,4.0,0.0,0.0,1.2423385730145808,177.174681743908
3370,4745,4745,2023-09-22 15:20:36.604,-959.3298,1.305,-800.579,0,333.7924,0,,mapLog:isScreenLocked+False,10,4,w,,navigation,w_to_Migros,4.0,0.0,0.0,0.1198125619457572,210.8742845855043
3420,4963,4963,2023-09-25 11:00:38.736,-598.2581,1.305,-1243.426,0,106.903,0,,mapLog:isScreenLocked+False,12,1,s,,navigation,s_to_Migros,1.0,0.0,0.0,0.3921600311096892,2.613584054380241
3469,5012,5012,2023-09-25 11:01:02.163,-563.6377,1.305,-1217.591,0,356.9283,0,,mapLog:isScreenLocked+False,12,1,s,,navigation,s_to_Migros,1.0,0.0,0.0,0.1321854757528814,56.71552219305145
3531,5149,5149,2023-09-25 11:01:52.537,-558.9048,1.304999,-1201.051,0,206.8703,0,,mapLog:isScreenLocked+False,12,1,s,,navigation,s_to_Dude,2.0,0.0,0.0,0.0628640596843441,20.625773531912262
3567,5185,5185,2023-09-25 11:02:09.209,-573.4404,1.305,-1220.834,0,271.1439,0,,mapLog:isScreenLocked+False,12,1,s,,navigation,s_to_Dude,2.0,0.0,0.0,1.1690262785753822,49.30808352529144
3599,5217,5217,2023-09-25 11:02:22.953,-614.6168,1.305,-1219.995,0,271.1439,0,,mapLog:isScreenLocked+False,12,1,s,,navigation,s_to_Dude,2.0,0.0,0.0,1.1690463806026186,90.493037509525
3625,5243,5243,2023-09-25 11:02:34.648,-637.5634,1.305,-1216.825,0,348.1417,0,,mapLog:isScreenLocked+False,12,1,s,,navigation,s_to_Dude,2.0,0.0,0.0,0.198729992703625,114.79225703586236
3654,5272,5272,2023-09-25 11:02:48.169,-639.3995,1.305,-1178.256,0,2.372092,0,,mapLog:isScreenLocked+False,12,1,s,,navigation,s_to_Dude,2.0,0.0,0.0,1.3218501276618968,153.42602191760892
3681,5299,5299,2023-09-25 11:02:59.394,-638.6812,1.304998,-1144.697,0,349.785,0,,mapLog:isScreenLocked+False,12,1,s,,navigation,s_to_Dude,2.0,0.0,0.0,0.690059968408602,187.0784051272304
3727,5414,5414,2023-09-25 11:03:41.698,-665.1214,1.304999,-1121.297,0,280.6815,0,,mapLog:isScreenLocked+False,12,1,s,,navigation,s_to_Family Café,3.0,0.0,0.0,1.4998854122898475,25.045174139360302
3752,5439,5439,2023-09-25 11:03:52.891,-698.6322,1.305,-1120.735,0,270.218,0,,mapLog:isScreenLocked+False,12,1,s,,navigation,s_to_Family Café,3.0,0.0,0.0,1.5284117769763823,58.58332304055759
3784,5471,5471,2023-09-25 11:04:07.560,-706.9109,1.305,-1120.699,0,270.2425,0,,mapLog:isScreenLocked+False,12,1,s,,navigation,s_to_Family Café,3.0,0.0,0.0,1.150010869513826,66.86210342567026
3830,5517,5517,2023-09-25 11:04:29.279,-739.1993,1.305,-1114.719,0,356.5861,0,,mapLog:isScreenLocked+False,12,1,s,,navigation,s_to_Family Café,3.0,0.0,0.0,0.0981714826209307,101.99910036472188
3893,5580,5580,2023-09-25 11:04:58.802,-730.6088,1.305,-1043.657,0,82.7414,0,,mapLog:isScreenLocked+False,12,1,s,,navigation,s_to_Family Café,3.0,0.0,0.0,0.4199505208950304,178.45540425991038
3937,5702,5702,2023-09-25 11:05:40.073,-687.0349,1.305,-1045.262,0,89.46131,0,,mapLog:isScreenLocked+False,12,1,s,,navigation,s_to_Marlin Moon Restaurant,4.0,0.0,0.0,0.6293198630268024,37.04085391533627
3966,5731,5731,2023-09-25 11:05:53.214,-647.6827,1.305,-1044.941,0,89.46131,0,,mapLog:isScreenLocked+False,12,1,s,,navigation,s_to_Marlin Moon Restaurant,4.0,0.0,0.0,0.0599083466639669,76.3943702325717
