,Unnamed: 0,DateTime,posX,posZ,taskState,mapInteractions,participant,scenario,routename,trajectory_Id,segment_name
1667,1667,2023-09-21 17:15:02.173,-686.1816,-832.0,setNavigationTarget:Oriental Town,,8,2,n_to_Oriental Town,8,h52
1668,1668,2023-09-21 17:15:02.174,-686.1816,-832.0,,mapLog:MapButtonPoiClick+buttonOnFollowPlayer,8,2,n_to_Oriental Town,8,h52
1669,1669,2023-09-21 17:15:02.196,-686.1343,-832.0,,mapLog:MapButtonPoiClick+PoiClick_choseYES_Oriental Town,8,2,n_to_Oriental Town,8,h52
1670,1670,2023-09-21 17:15:02.219,-686.0635,-832.0,,mapLog:positionXYZ+-686.97+99.99997+-839.0494,8,2,n_to_Oriental Town,8,h52
1671,1671,2023-09-21 17:15:02.242,-686.0169,-832.0,,,8,2,n_to_Oriental Town,8,h52
1672,1672,2023-09-21 17:15:02.745,-684.8329,-832.0,,,8,2,n_to_Oriental Town,8,h52
1673,1673,2023-09-21 17:15:03.257,-683.58,-832.0,,,8,2,n_to_Oriental Town,8,h52
1674,1674,2023-09-21 17:15:03.760,-682.5558,-832.0,,,8,2,n_to_Oriental Town,8,h52
1675,1675,2023-09-21 17:15:04.263,-682.3256,-832.0,,,8,2,n_to_Oriental Town,8,h52
1676,1676,2023-09-21 17:15:04.780,-682.0735,-832.0,,,8,2,n_to_Oriental Town,8,h52
1677,1677,2023-09-21 17:15:05.281,-680.6093,-832.0,,,8,2,n_to_Oriental Town,8,h52
1678,1678,2023-09-21 17:15:05.801,-679.0668,-832.0,,,8,2,n_to_Oriental Town,8,h52
1679,1679,2023-09-21 17:15:06.317,-678.7025,-832.0,,,8,2,n_to_Oriental Town,8,h52
1680,1680,2023-09-21 17:15:06.830,-677.9877,-832.0,,,8,2,n_to_Oriental Town,8,h52
1681,1681,2023-09-21 17:15:07.350,-677.9435,-832.0,,,8,2,n_to_Oriental Town,8,h52
1682,1682,2023-09-21 17:15:07.865,-677.9435,-832.0,,,8,2,n_to_Oriental Town,8,h52
1683,1683,2023-09-21 17:15:08.378,-677.9435,-832.0,,,8,2,n_to_Oriental Town,8,h52
1684,1684,2023-09-21 17:15:08.883,-677.9501,-832.0,,,8,2,n_to_Oriental Town,8,h52
1685,1685,2023-09-21 17:15:09.399,-678.0546,-832.0,,,8,2,n_to_Oriental Town,8,h52
1686,1686,2023-09-21 17:15:09.910,-678.384,-832.0,,,8,2,n_to_Oriental Town,8,h52
1687,1687,2023-09-21 17:15:10.430,-678.6784,-832.0,,,8,2,n_to_Oriental Town,8,h52
