participant,scenario,taskId,planning_distance,navigating_distance
53,2,3.0,0.13,115.63
53,2,4.0,0.0,178.92
53,3,0.0,0.0,0.0
53,3,1.0,0.54,187.39
53,3,2.0,0.23,161.85
53,3,3.0,0.04,58.93
53,3,4.0,0.14,74.82
53,4,0.0,0.0,0.0
53,4,1.0,0.6,58.27
53,4,2.0,0.09,180.16
53,4,3.0,0.17,176.4
53,4,4.0,0.26,119.73
54,1,0.0,0.0,0.0
54,1,1.0,0.72,225.99
54,1,2.0,0.0,224.06
54,1,3.0,0.01,82.11
54,1,4.0,13.09,11.17
54,2,0.0,0.0,0.0
54,2,1.0,0.0,235.97
54,2,2.0,0.19,191.88
54,2,3.0,0.0,121.72
54,2,4.0,2.61,77.46
54,3,0.0,0.0,0.0
54,3,1.0,0.91,219.35
54,3,2.0,0.0,64.85
54,3,3.0,0.0,205.51
54,3,4.0,1.79,158.42
54,4,0.0,0.0,0.0
54,4,1.0,0.58,71.96
54,4,2.0,0.64,199.72
54,4,3.0,0.0,115.47
54,4,4.0,14.82,221.38
55,1,0.0,0.0,0.0
55,1,1.0,0.02,65.12
55,1,2.0,0.0,241.55
55,1,3.0,0.0,111.13
55,1,4.0,0.0,150.29
55,2,0.0,0.0,0.0
55,2,1.0,0.07,231.5
55,2,2.0,0.09,74.98
55,2,3.0,0.03,216.14
55,2,4.0,0.03,294.75
55,3,0.0,0.0,0.0
55,3,1.0,0.76,147.8
55,3,2.0,0.0,98.87
55,3,3.0,0.32,100.44
55,3,4.0,0.92,152.77
55,4,0.0,0.0,0.0
55,4,1.0,0.9,238.6
55,4,2.0,4.66,476.2
55,4,3.0,3.54,206.27
55,4,4.0,7.54,167.62
56,1,0.0,0.0,0.0
56,1,1.0,0.54,116.35
56,1,2.0,0.0,142.22
56,1,3.0,0.01,245.16
56,1,4.0,0.0,118.76
56,2,0.0,0.0,0.0
56,2,1.0,0.0,183.11
56,2,2.0,0.0,78.92
56,2,3.0,0.0,166.49
56,2,4.0,0.0,163.31
56,3,0.0,0.0,0.0
56,3,1.0,0.37,191.3
56,3,2.0,0.61,183.93
56,3,3.0,0.03,58.63
56,3,4.0,0.05,71.28
56,4,0.0,0.0,0.0
56,4,1.0,0.0,86.83
56,4,2.0,0.7,221.17
56,4,3.0,1.21,87.7
56,4,4.0,0.0,129.76
57,1,0.0,0.0,0.0
57,1,1.0,0.12,210.58
57,1,2.0,0.0,313.11
57,1,3.0,0.09,100.25
57,1,4.0,4.97,160.74
57,2,0.0,0.0,0.0
57,2,1.0,0.0,343.54
57,2,2.0,0.0,152.05
57,2,3.0,0.0,84.45
57,2,4.0,4.54,45.0
57,3,0.0,0.0,0.0
57,3,1.0,0.24,227.0
57,3,2.0,0.0,173.31
57,3,3.0,0.27,212.58
57,3,4.0,0.0,51.26
57,4,0.0,0.0,0.0
57,4,1.0,2.31,219.8
57,4,2.0,1.48,335.81
57,4,3.0,0.09,501.54
57,4,4.0,0.0,178.84
58,1,0.0,0.0,0.0
58,1,1.0,0.0,66.53
58,1,2.0,1.43,233.52
58,1,3.0,0.0,142.68
58,1,4.0,0.0,148.67
58,2,0.0,0.0,0.0
58,2,1.0,0.03,248.8
58,2,2.0,5.71,97.33
58,2,3.0,4.76,145.84
58,2,4.0,2.22,116.25
58,3,0.0,0.0,0.0
58,3,1.0,0.0,143.85
58,3,2.0,2.84,116.48
58,3,3.0,0.08,188.21
58,3,4.0,0.73,109.75
58,4,0.0,0.0,0.0
58,4,1.0,6.01,191.85
58,4,2.0,2.91,279.54
58,4,3.0,0.46,194.41
58,4,4.0,0.0,166.43
59,1,0.0,0.0,0.0
59,1,1.0,0.0,140.01
59,1,2.0,4.43,164.45
59,1,3.0,8.49,255.7
59,1,4.0,0.0,164.35
59,2,0.0,0.0,0.0
59,2,1.0,0.0,222.88
59,2,2.0,0.53,77.37
59,2,3.0,0.0,174.58
59,2,4.0,0.0,182.43
59,3,0.0,0.0,0.0
59,3,1.0,0.49,515.76
59,3,2.0,3.1,140.95
59,3,3.0,0.34,214.97
59,3,4.0,0.8,127.99
59,4,0.0,0.0,0.0
59,4,1.0,2.29,113.87
59,4,2.0,3.78,220.15
59,4,3.0,4.52,145.34
59,4,4.0,0.0,158.42
60,1,0.0,0.0,0.0
60,1,1.0,63.54,2.33
60,1,2.0,212.91,166.79
60,1,3.0,1.41,194.62
60,1,4.0,112.53,17.46
60,2,0.0,0.0,0.0
60,2,1.0,0.57,647.4
60,2,2.0,0.0,122.32
60,2,3.0,1.45,149.65
60,2,4.0,0.0,24.9
60,3,0.0,0.0,0.0
60,3,1.0,74.45,72.76
60,3,2.0,154.8,4.08
60,3,3.0,23.96,170.68
60,3,4.0,0.0,44.89
60,4,0.0,0.0,0.0
60,4,1.0,1.18,606.34
60,4,2.0,0.01,158.79
60,4,3.0,1.96,577.66
60,4,4.0,3.83,125.03
61,1,0.0,0.0,0.0
61,1,1.0,0.0,63.79
61,1,2.0,0.0,483.08
61,1,3.0,0.0,83.56
61,1,4.0,0.0,135.39
61,2,0.0,0.0,0.0
61,2,1.0,0.05,231.08
61,2,2.0,1.01,80.52
61,2,3.0,0.13,378.08
61,2,4.0,0.0,122.46
61,3,0.0,0.0,0.0
61,3,1.0,0.96,150.07
61,3,2.0,0.0,101.07
61,3,3.0,0.1,69.32
61,3,4.0,0.36,319.43
61,4,0.0,0.0,0.0
61,4,1.0,1.89,185.69
61,4,2.0,0.0,291.32
61,4,3.0,0.29,194.4
61,4,4.0,0.2,132.33
62,1,0.0,0.0,0.0
62,1,1.0,0.0,77.54
62,1,2.0,0.0,259.31
62,1,3.0,0.0,30.02
62,1,4.0,0.0,244.06
62,2,0.0,0.0,0.0
62,2,1.0,0.0,206.6
62,2,2.0,0.48,93.98
62,2,3.0,3.6,246.54
62,2,4.0,19.86,168.9
62,3,0.0,0.0,0.0
62,3,1.0,3.07,654.86
62,3,2.0,3.29,64.37
62,3,3.0,0.35,198.36
62,3,4.0,6.7,119.68
62,4,0.0,0.0,0.0
62,4,1.0,0.76,210.42
62,4,2.0,0.06,507.07
62,4,3.0,0.87,247.82
62,4,4.0,4.68,156.26
63,1,0.0,0.0,0.0
63,1,1.0,0.0,132.81
63,1,2.0,0.0,144.7
63,1,3.0,0.0,239.9
63,1,4.0,0.14,164.53
63,2,0.0,0.0,0.0
63,2,1.0,0.0,315.56
63,2,2.0,0.0,156.23
63,2,3.0,0.0,91.68
63,2,4.0,0.0,60.63
63,3,0.0,0.0,0.0
63,3,1.0,2.45,145.88
63,3,2.0,8.9,203.25
63,3,3.0,0.0,204.93
63,3,4.0,0.11,48.26
63,4,0.0,0.0,0.0
63,4,1.0,1.21,135.21
63,4,2.0,0.0,124.22
63,4,3.0,2.83,208.43
63,4,4.0,1.41,163.16
