"","id","scenario_id","t_id","p_desc","p_id","task_phase_time","task_deactive_time_map","task_perc_inactive","task_perc_active"
"456","25","4",2,"planning",4,2.39499998092651,0,0,1
"457","25","4",3,"navigating",8,78.5160000324249,67.3099999427795,0.857277496497305,0.142722503502695
"458","25","4",3,"planning",7,5.15100002288818,0,0,1
"459","25","4",4,"navigating",11,12.2360000610352,0,0,1
"460","25","4",4,"navigating",13,8.95099997520447,0,0,1
"461","25","4",4,"navigating",15,36.7019999027252,5.28399991989136,0.143970354037819,0.856029645962181
"462","25","4",4,"planning",10,2.68499994277954,0,0,1
"463","25","4",4,"planning",12,2.49399995803833,0,0,1
"464","25","4",4,"planning",14,1.94600009918213,0,0,1
"465","26","1",1,"navigating",2,39.5999999046326,6.04200029373169,0.152575765360668,0.847424234639332
"466","26","1",1,"planning",1,5.98300004005432,0,0,1
"467","26","1",2,"navigating",5,97.9500000476837,26.3979997634888,0.269504846867154,0.730495153132846
"468","26","1",2,"planning",4,11.4939999580383,0,0,1
"469","26","1",3,"navigating",8,57.1260001659393,4.50999975204468,0.0789482851756477,0.921051714824352
"470","26","1",3,"planning",7,16.9830000400543,0,0,1
"471","26","1",4,"navigating",11,117.692999839783,39.3890001773834,0.334675811059318,0.665324188940682
"472","26","1",4,"planning",10,10.3120000362396,0,0,1
"473","26","2",1,"navigating",2,91.7230000495911,16.6760001182556,0.181808271744705,0.818191728255295
"474","26","2",1,"planning",1,15.2960000038147,0,0,1
"475","26","2",2,"navigating",5,47.327999830246,12.5980000495911,0.266184924247317,0.733815075752683
"476","26","2",2,"planning",4,12.5870001316071,0,0,1
"477","26","2",3,"navigating",8,93.313000202179,9.00499963760376,0.0965031626685762,0.903496837331424
"478","26","2",3,"planning",7,15.4809999465942,0,0,1
"479","26","2",4,"navigating",11,124.223000049591,26.8690001964569,0.216296500533158,0.783703499466842
"480","26","2",4,"planning",10,12.1530001163483,0,0,1
"481","26","3",1,"navigating",2,68.268000125885,27.279000043869,0.399586922036196,0.600413077963804
"482","26","3",1,"planning",1,10.8289999961853,0,0,1
"483","26","3",2,"navigating",5,211.762000083923,58.4810004234314,0.276163808427644,0.723836191572356
"484","26","3",2,"planning",4,12.3480000495911,0,0,1
"485","26","3",3,"navigating",8,51.1889998912811,8.25099992752075,0.161186972690321,0.83881302730968
"486","26","3",3,"planning",7,12.305999994278,0,0,1
"487","26","3",4,"navigating",11,153.643000125885,14.7079994678497,0.095728405822582,0.904271594177418
"488","26","3",4,"planning",10,6.58899998664856,0,0,1
"489","26","4",1,"navigating",2,104.476000070572,46.2289998531342,0.442484396626088,0.557515603373912
"490","26","4",1,"planning",1,11.1789999008179,0,0,1
"491","26","4",2,"navigating",5,92.941999912262,27.6709997653961,0.297723309069288,0.702276690930712
"492","26","4",2,"planning",4,19.0820000171661,0,0,1
